Time,	,RPM,	,Position,	,RPMDifferent,	,AnalogOutput
0.1114946875,	,1.64840746324721,	,1,	,44.704141692994895,	,1.1470810549317925
0.1114946875,	,1.64840746324721,	,1,	,45.152087040014997,	,1.1470810549317925
0.1114946875,	,1.64840746324721,	,1,	,45.599570485048496,	,1.1470810549317925
0.1114946875,	,1.64840746324721,	,1,	,46.046587611614392,	,1.1470810549317925
0.119491875,	,1.64840746324721,	,1,	,46.493134007834193,	,1.1470810549317925
0.119491875,	,1.538861790494547,	,1,	,47.048750939227844,	,1.1470810549317925
0.119491875,	,1.538861790494547,	,1,	,47.494342657746856,	,1.4499260317500864
0.119491875,	,1.538861790494547,	,1,	,47.939450438333353,	,1.4499260317500864
0.119491875,	,1.538861790494547,	,1,	,48.384069887953459,	,1.4499260317500864
0.119491875,	,1.538861790494547,	,1,	,48.828196618392553,	,1.4499260317500864
0.119491875,	,1.538861790494547,	,1,	,49.271826246299156,	,1.4499260317500864
0.119491875,	,1.538861790494547,	,1,	,49.714954393227956,	,1.4499260317500864
0.127508125,	,1.538861790494547,	,2,	,50.157576685683054,	,1.4499260317500864
0.127508125,	,2.8855086957960574,	,2,	,49.253041849859549,	,1.4499260317500864
0.127508125,	,2.8855086957960574,	,2,	,49.694639332892841,	,1.4499260317500864
0.127508125,	,2.8855086957960574,	,2,	,50.135717871092545,	,1.4499260317500864
0.127508125,	,2.8855086957960574,	,2,	,50.576273111191547,	,1.4499260317500864
0.127508125,	,2.8855086957960574,	,2,	,51.016300705087545,	,1.3768167728909468
0.127508125,	,2.8855086957960574,	,2,	,51.455796309885841,	,1.3768167728909468
0.127508125,	,2.8855086957960574,	,2,	,51.89475558794215,	,1.3768167728909468
0.1354959375,	,2.8855086957960574,	,2,	,52.333174206905646,	,1.3768167728909468
0.1354959375,	,2.7164579832710327,	,2,	,52.940098552286663,	,1.3768167728909468
0.1354959375,	,2.7164579832710327,	,2,	,53.377422877399063,	,1.3768167728909468
0.1354959375,	,2.7164579832710327,	,2,	,53.814193578553365,	,1.3768167728909468
0.1354959375,	,2.7164579832710327,	,2,	,54.25040634499917,	,1.3768167728909468
0.1354959375,	,2.7164579832710327,	,2,	,54.686056871492461,	,1.3768167728909468
0.1354959375,	,2.7164579832710327,	,2,	,55.121140858338464,	,1.3768167728909468
0.1354959375,	,2.7164579832710327,	,2,	,55.555654011433859,	,1.3768167728909468
0.14350312499999998,	,2.7164579832710327,	,2,	,55.989592042309361,	,1.6143817825761329
0.14350312499999998,	,2.565774635024572,	,2,	,56.573634016418026,	,1.6143817825761329
0.14350312499999998,	,2.565774635024572,	,2,	,57.00640896019253,	,1.6143817825761329
0.14350312499999998,	,2.565774635024572,	,2,	,57.43859595056513,	,1.6143817825761329
0.14350312499999998,	,2.565774635024572,	,2,	,57.870190722024823,	,1.6143817825761329
0.14350312499999998,	,2.565774635024572,	,2,	,58.301189014905425,	,1.6143817825761329
0.14350312499999998,	,2.565774635024572,	,2,	,58.731586575427819,	,1.6143817825761329
0.14350312499999998,	,2.565774635024572,	,2,	,59.16137915574172,	,1.6143817825761329
0.151431875,	,2.565774635024572,	,3,	,59.590562513968031,	,1.6143817825761329
0.151431875,	,3.6482727594645885,	,3,	,58.936634289800203,	,1.6143817825761329
0.151431875,	,3.6482727594645885,	,3,	,59.36458650230631,	,1.6143817825761329
0.151431875,	,3.6482727594645885,	,3,	,59.791916803330906,	,1.5905456894697956
0.151431875,	,3.6482727594645885,	,3,	,60.218620975296304,	,1.5905456894697956
0.151431875,	,3.6482727594645885,	,3,	,60.644694806804708,	,1.5905456894697956
0.151431875,	,3.6482727594645885,	,3,	,61.070134092679311,	,1.5905456894697956
0.151431875,	,3.6482727594645885,	,3,	,61.494934634006114,	,1.5905456894697956
0.15934093749999997,	,3.6482727594645885,	,3,	,61.91909223817531,	,1.5905456894697956
0.15934093749999997,	,3.4681444430138346,	,3,	,62.522731035373461,	,1.5905456894697956
0.15934093749999997,	,3.4681444430138346,	,3,	,62.945590212821365,	,1.5905456894697956
0.15934093749999997,	,3.4681444430138346,	,3,	,63.367793913520565,	,1.5905456894697956
0.15934093749999997,	,3.4681444430138346,	,3,	,63.789337970490969,	,1.5905456894697956
0.15934093749999997,	,3.4681444430138346,	,3,	,64.210218223262956,	,1.5905456894697956
0.15934093749999997,	,3.4681444430138346,	,3,	,64.630430517918157,	,1.7887450364526294
0.15934093749999997,	,3.4681444430138346,	,3,	,65.049970707131067,	,1.7887450364526294
0.167535,	,3.4681444430138346,	,4,	,65.468834650209359,	,1.7887450364526294
0.167535,	,4.399163306633849,	,4,	,64.95599934951494,	,1.7887450364526294
0.167535,	,4.399163306633849,	,4,	,65.373498404984943,	,1.7887450364526294
0.167535,	,4.399163306633849,	,4,	,65.790308832452141,	,1.7887450364526294
0.167535,	,4.399163306633849,	,4,	,66.206426518166055,	,1.7887450364526294
0.167535,	,4.399163306633849,	,4,	,66.62184735521295,	,1.7887450364526294
0.167535,	,4.399163306633849,	,4,	,67.036567243557059,	,1.7887450364526294
0.167535,	,4.399163306633849,	,4,	,67.450582090080346,	,1.7887450364526294
0.17536875,	,4.399163306633849,	,5,	,67.863887808623446,	,1.7433754323358528
0.17536875,	,5.254495927338729,	,5,	,67.421147699320969,	,1.7433754323358528
0.17536875,	,5.254495927338729,	,5,	,67.833022931461073,	,1.7433754323358528
0.17536875,	,5.254495927338729,	,5,	,68.244176819296783,	,1.7433754323358528
0.17536875,	,5.254495927338729,	,5,	,68.654605304904976,	,1.7433754323358528
0.17536875,	,5.254495927338729,	,5,	,69.064304337522373,	,1.7433754323358528
0.17536875,	,5.254495927338729,	,5,	,69.473269873584869,	,1.7433754323358528
0.17536875,	,5.254495927338729,	,5,	,69.881497876767781,	,1.7433754323358528
0.1835559375,	,5.254495927338729,	,5,	,70.288984318025371,	,1.7433754323358528
0.1835559375,	,5.021205177113599,	,5,	,70.929015925856305,	,1.7433754323358528
0.1835559375,	,5.021205177113599,	,5,	,71.335007185442109,	,1.7433754323358528
0.1835559375,	,5.021205177113599,	,5,	,71.740244840038102,	,1.8581288679669843
0.1835559375,	,5.021205177113599,	,5,	,72.1447248901124,	,1.8581288679669843
0.1835559375,	,5.021205177113599,	,5,	,72.548443343609989,	,1.8581288679669843
0.1835559375,	,5.021205177113599,	,5,	,72.951396215992801,	,1.8581288679669843
0.1835559375,	,5.021205177113599,	,5,	,73.353579530278708,	,1.8581288679669843
0.1915559375,	,5.021205177113599,	,6,	,73.7549893170807,	,1.8581288679669843
0.1915559375,	,5.800452471545608,	,6,	,73.376374320214381,	,1.8581288679669843
0.1915559375,	,5.800452471545608,	,6,	,73.776225174464486,	,1.8581288679669843
0.1915559375,	,5.800452471545608,	,6,	,74.175290639032681,	,1.8581288679669843
0.1915559375,	,5.800452471545608,	,6,	,74.573566775303888,	,1.8581288679669843
0.1915559375,	,5.800452471545608,	,6,	,74.971049652453388,	,1.8581288679669843
0.1915559375,	,5.800452471545608,	,6,	,75.367735347485805,	,1.9162529880834012
0.1915559375,	,5.800452471545608,	,6,	,75.763619945273291,	,1.9162529880834012
0.19951906249999998,	,5.800452471545608,	,7,	,76.158699538594803,	,1.9162529880834012
0.19951906249999998,	,6.751883881101012,	,7,	,75.601538818618792,	,1.9162529880834012
0.19951906249999998,	,6.751883881101012,	,7,	,75.994996713163488,	,1.9162529880834012
0.19951906249999998,	,6.751883881101012,	,7,	,76.387637929403084,	,1.9162529880834012
0.19951906249999998,	,6.751883881101012,	,7,	,76.779458592127199,	,1.9162529880834012
0.19951906249999998,	,6.751883881101012,	,7,	,77.170454834224088,	,1.9162529880834012
0.19951906249999998,	,6.751883881101012,	,7,	,77.56062279671859,	,1.9162529880834012
0.19951906249999998,	,6.751883881101012,	,7,	,77.949958628810592,	,1.9162529880834012
0.207445,	,6.751883881101012,	,9,	,78.33845848791249,	,1.9162529880834012
0.207445,	,8.68394772263471,	,9,	,76.794054698153886,	,1.7531292077914462
0.207445,	,8.68394772263471,	,9,	,77.180871116553888,	,1.7531292077914462
0.207445,	,8.68394772263471,	,9,	,77.566840083857088,	,1.7531292077914462
0.207445,	,8.68394772263471,	,9,	,77.951957790705379,	,1.7531292077914462
0.207445,	,8.68394772263471,	,9,	,78.336220436142696,	,1.7531292077914462
0.207445,	,8.68394772263471,	,9,	,78.719624227651693,	,1.7531292077914462
0.207445,	,8.68394772263471,	,9,	,79.102165381191796,	,1.7531292077914462
0.2153790625,	,8.68394772263471,	,10,	,79.483840121236284,	,1.7531292077914462
0.2153790625,	,9.651643822733806,	,10,	,78.896948580710387,	,1.7531292077914462
0.2153790625,	,9.651643822733806,	,10,	,79.276879201425089,	,1.7531292077914462
0.2153790625,	,9.651643822733806,	,10,	,79.655932133519499,	,1.7531292077914462
0.2153790625,	,9.651643822733806,	,10,	,80.034103635893999,	,1.9915774028573718
0.2153790625,	,9.651643822733806,	,10,	,80.411389976148797,	,1.9915774028573718
0.2153790625,	,9.651643822733806,	,10,	,80.7877874306199,	,1.9915774028573718
0.2153790625,	,9.651643822733806,	,10,	,81.163292284416414,	,1.9915774028573718
0.223426875,	,9.651643822733806,	,11,	,81.53790083145698,	,1.9915774028573718
0.223426875,	,10.660318931303026,	,11,	,80.90293426593739,	,1.9915774028573718
0.223426875,	,10.660318931303026,	,11,	,81.275739116643464,	,1.9915774028573718
0.223426875,	,10.660318931303026,	,11,	,81.647636595572678,	,1.9915774028573718
0.223426875,	,10.660318931303026,	,11,	,82.018623032247064,	,1.9915774028573718
0.223426875,	,10.660318931303026,	,11,	,82.388694765180375,	,1.9915774028573718
0.223426875,	,10.660318931303026,	,11,	,82.757848141913897,	,1.9915774028573718
0.223426875,	,10.660318931303026,	,11,	,83.126079519052766,	,2.0491549314063668
0.231488125,	,10.660318931303026,	,13,	,83.49338526230207,	,2.0491549314063668
0.231488125,	,12.545441034979584,	,13,	,81.974639642825821,	,2.0491549314063668
0.231488125,	,12.545441034979584,	,13,	,82.340083251989114,	,2.0491549314063668
0.231488125,	,12.545441034979584,	,13,	,82.704590379334505,	,2.0491549314063668
0.231488125,	,12.545441034979584,	,13,	,83.068157427323825,	,2.0491549314063668
0.231488125,	,12.545441034979584,	,13,	,83.430780807697204,	,2.0491549314063668
0.231488125,	,12.545441034979584,	,13,	,83.792456941508107,	,2.0491549314063668
0.231488125,	,12.545441034979584,	,13,	,84.153182259159109,	,2.0491549314063668
0.2394259375,	,12.545441034979584,	,14,	,84.512953200437011,	,2.0491549314063668
0.2394259375,	,13.515471202120914,	,14,	,83.901736047406672,	,1.8694955783264924
0.2394259375,	,13.515471202120914,	,14,	,84.259587593010878,	,1.8694955783264924
0.2394259375,	,13.515471202120914,	,14,	,84.616474138258297,	,1.8694955783264924
0.2394259375,	,13.515471202120914,	,14,	,84.972392160822579,	,1.8694955783264924
0.2394259375,	,13.515471202120914,	,14,	,85.327338147936587,	,1.8694955783264924
0.2394259375,	,13.515471202120914,	,14,	,85.681308596426902,	,1.8694955783264924
0.2394259375,	,13.515471202120914,	,14,	,86.034300012747877,	,1.8694955783264924
0.24742718749999998,	,13.515471202120914,	,16,	,86.386308913016904,	,1.8694955783264924
0.24742718749999998,	,15.451211592271498,	,16,	,84.801591432897482,	,1.8694955783264924
0.24742718749999998,	,15.451211592271498,	,16,	,85.151624888236512,	,1.8694955783264924
0.24742718749999998,	,15.451211592271498,	,16,	,85.500665434194502,	,1.8694955783264924
0.24742718749999998,	,15.451211592271498,	,16,	,85.848709625882492,	,2.0173553790685959
0.24742718749999998,	,15.451211592271498,	,16,	,86.195754028243499,	,2.0173553790685959
0.24742718749999998,	,15.451211592271498,	,16,	,86.541795216091487,	,2.0173553790685959
0.24742718749999998,	,15.451211592271498,	,16,	,86.88682977413751,	,2.0173553790685959
0.2553878125,	,15.451211592271498,	,17,	,87.230854297031499,	,2.0173553790685959
0.2553878125,	,16.41121583518216,	,17,	,86.61386114647884,	,2.0173553790685959
0.2553878125,	,16.41121583518216,	,17,	,86.955855422919839,	,2.0173553790685959
0.2553878125,	,16.41121583518216,	,17,	,87.296829508098838,	,2.0173553790685959
0.2553878125,	,16.41121583518216,	,17,	,87.636780036738841,	,2.0173553790685959
0.2553878125,	,16.41121583518216,	,17,	,87.975703653664851,	,2.0173553790685959
0.2553878125,	,16.41121583518216,	,17,	,88.31359701383883,	,2.1449211753112905
0.2553878125,	,16.41121583518216,	,17,	,88.650456782388829,	,2.1449211753112905
0.26338406249999996,	,16.41121583518216,	,19,	,88.986279634644845,	,2.1449211753112905
0.26338406249999996,	,18.325885729542357,	,19,	,87.406392361811641,	,2.1449211753112905
0.26338406249999996,	,18.325885729542357,	,19,	,87.740131448439655,	,2.1449211753112905
0.26338406249999996,	,18.325885729542357,	,19,	,88.072823706298664,	,2.1449211753112905
0.26338406249999996,	,18.325885729542357,	,19,	,88.404465851850631,	,2.1449211753112905
0.26338406249999996,	,18.325885729542357,	,19,	,88.735054611920646,	,2.1449211753112905
0.26338406249999996,	,18.325885729542357,	,19,	,89.064586723732646,	,2.1449211753112905
0.26338406249999996,	,18.325885729542357,	,19,	,89.393058934935652,	,2.1449211753112905
0.2713978125,	,18.325885729542357,	,21,	,89.720468003643646,	,2.1449211753112905
0.2713978125,	,20.26614148408592,	,21,	,88.10655494391608,	,1.8851874568373974
0.2713978125,	,20.26614148408592,	,21,	,88.43182804397108,	,1.8851874568373974
0.2713978125,	,20.26614148408592,	,21,	,88.756028338949065,	,1.8851874568373974
0.2713978125,	,20.26614148408592,	,21,	,89.079152629126071,	,1.8851874568373974
0.2713978125,	,20.26614148408592,	,21,	,89.401197725394084,	,1.8851874568373974
0.2713978125,	,20.26614148408592,	,21,	,89.722160449298073,	,1.8851874568373974
0.2713978125,	,20.26614148408592,	,21,	,90.042037633066087,	,1.8851874568373974
0.279405,	,20.26614148408592,	,23,	,90.36082611964008,	,1.8851874568373974
0.279405,	,22.19357562325199,	,23,	,88.751088623539019,	,1.8851874568373974
0.279405,	,22.19357562325199,	,23,	,89.067690287559017,	,1.8851874568373974
0.279405,	,22.19357562325199,	,23,	,89.383193847802019,	,1.8851874568373974
0.279405,	,22.19357562325199,	,23,	,89.697596190375009,	,2.090359616443271
0.279405,	,22.19357562325199,	,23,	,90.01089421225501,	,2.090359616443271
0.279405,	,22.19357562325199,	,23,	,90.323084821317011,	,2.090359616443271
0.279405,	,22.19357562325199,	,23,	,90.634164936365011,	,2.090359616443271
0.28741875,	,22.19357562325199,	,25,	,90.944131487164,	,2.090359616443271
0.28741875,	,24.12195917828787,	,25,	,89.32459785943314,	,2.090359616443271
0.28741875,	,24.12195917828787,	,25,	,89.63232811502013,	,2.090359616443271
0.28741875,	,24.12195917828787,	,25,	,89.938935661717125,	,2.090359616443271
0.28741875,	,24.12195917828787,	,25,	,90.244417473429124,	,2.090359616443271
0.28741875,	,24.12195917828787,	,25,	,90.548770535176132,	,2.090359616443271
0.28741875,	,24.12195917828787,	,25,	,90.851991843114135,	,2.090359616443271
0.28741875,	,24.12195917828787,	,25,	,91.154078404574136,	,2.1172583194434562
0.295371875,	,24.12195917828787,	,27,	,91.455027238080135,	,2.1172583194434562
0.295371875,	,25.091821893664118,	,27,	,90.784972658015874,	,2.1172583194434562
0.295371875,	,25.091821893664118,	,27,	,91.083637136145896,	,2.1172583194434562
0.295371875,	,25.091821893664118,	,27,	,91.381155009397887,	,2.1172583194434562
0.295371875,	,25.091821893664118,	,27,	,91.677523341389872,	,2.1172583194434562
0.295371875,	,25.091821893664118,	,27,	,91.972739207084885,	,2.1172583194434562
0.295371875,	,25.091821893664118,	,27,	,92.266799692823881,	,2.1172583194434562
0.295371875,	,25.091821893664118,	,27,	,92.559701896347875,	,2.1172583194434562
0.303536875,	,25.091821893664118,	,30,	,92.851442926828881,	,2.1172583194434562
0.303536875,	,27.96453446131658,	,30,	,90.26930733724943,	,2.1172583194434562
0.303536875,	,27.96453446131658,	,30,	,90.558717395037434,	,1.9287632189682817
0.303536875,	,27.96453446131658,	,30,	,90.846957676178434,	,1.9287632189682817
0.303536875,	,27.96453446131658,	,30,	,91.134025335858439,	,1.9287632189682817
0.303536875,	,27.96453446131658,	,30,	,91.419917540835428,	,1.9287632189682817
0.303536875,	,27.96453446131658,	,30,	,91.704631469469419,	,1.9287632189682817
0.303536875,	,27.96453446131658,	,30,	,91.988164311747425,	,1.9287632189682817
0.3115628125,	,27.96453446131658,	,32,	,92.270513269314435,	,1.9287632189682817
0.3115628125,	,29.888648514253962,	,32,	,90.627561502565044,	,1.9287632189682817
0.3115628125,	,29.888648514253962,	,32,	,90.907534342414039,	,1.9287632189682817
0.3115628125,	,29.888648514253962,	,32,	,91.186314972706029,	,1.9287632189682817
0.3115628125,	,29.888648514253962,	,32,	,91.463900641988047,	,1.9287632189682817
0.3115628125,	,29.888648514253962,	,32,	,91.740288610602036,	,2.1240321413901384
0.3115628125,	,29.888648514253962,	,32,	,92.015476150710043,	,2.1240321413901384
0.3115628125,	,29.888648514253962,	,32,	,92.289460546322047,	,2.1240321413901384
0.3115628125,	,29.888648514253962,	,32,	,92.562239093324038,	,2.1240321413901384
0.32020499999999996,	,29.888648514253962,	,35,	,92.833809099500044,	,2.1240321413901384
0.32020499999999996,	,31.713597385069736,	,35,	,91.279219013748261,	,2.1240321413901384
0.32020499999999996,	,31.713597385069736,	,35,	,91.548363909369257,	,2.1240321413901384
0.32020499999999996,	,31.713597385069736,	,35,	,91.816292259194256,	,2.1240321413901384
0.32020499999999996,	,31.713597385069736,	,35,	,92.083001418880272,	,2.1240321413901384
0.32020499999999996,	,31.713597385069736,	,35,	,92.348488756114278,	,2.1240321413901384
0.32020499999999996,	,31.713597385069736,	,35,	,92.61275165064427,	,2.1240321413901384
0.3273740625,	,31.713597385069736,	,37,	,92.875787494302273,	,2.1527853148942215
0.3273740625,	,33.77915789765759,	,37,	,91.07203317844241,	,2.1527853148942215
0.3273740625,	,33.77915789765759,	,37,	,91.332607144318416,	,2.1527853148942215
0.3273740625,	,33.77915789765759,	,37,	,91.591946307583413,	,2.1527853148942215
0.3273740625,	,33.77915789765759,	,37,	,91.850048108663401,	,2.1527853148942215
0.3273740625,	,33.77915789765759,	,37,	,92.106910000199406,	,2.1527853148942215
0.3273740625,	,33.77915789765759,	,37,	,92.362529447067402,	,2.1527853148942215
0.3273740625,	,33.77915789765759,	,37,	,92.616903926407417,	,2.1527853148942215
0.33554,	,33.77915789765759,	,40,	,92.870030927644393,	,2.1527853148942215
0.33554,	,36.644196782711845,	,40,	,90.256869067464152,	,2.1527853148942215
0.33554,	,36.644196782711845,	,40,	,90.507493630050149,	,2.1527853148942215
0.33554,	,36.644196782711845,	,40,	,90.756863256785152,	,1.8245420095095419
0.33554,	,36.644196782711845,	,40,	,91.004975486492157,	,1.8245420095095419
0.33554,	,36.644196782711845,	,40,	,91.251827870402153,	,1.8245420095095419
0.33554,	,36.644196782711845,	,40,	,91.497417972182177,	,1.8245420095095419
0.33554,	,36.644196782711845,	,40,	,91.741743367958151,	,1.8245420095095419
0.33554,	,36.644196782711845,	,40,	,91.984801646336166,	,1.8245420095095419
0.344191875,	,37.21645555757983,	,43,	,91.654331633561185,	,1.8245420095095419
0.344191875,	,38.42813554371969,	,43,	,90.683168506872306,	,1.8245420095095419
0.344191875,	,38.42813554371969,	,43,	,90.922411089876306,	,1.8245420095095419
0.344191875,	,38.42813554371969,	,43,	,91.1603770352053,	,1.8245420095095419
0.344191875,	,38.42813554371969,	,43,	,91.397063994233292,	,1.8245420095095419
0.344191875,	,38.42813554371969,	,43,	,91.632469630954319,	,2.1243490195420534
0.344191875,	,38.42813554371969,	,43,	,91.86659162200931,	,2.1243490195420534
0.351543125,	,38.42813554371969,	,46,	,92.09942765670931,	,2.1243490195420534
0.351543125,	,41.43013701632799,	,46,	,89.328973964448011,	,2.1243490195420534
0.351543125,	,41.43013701632799,	,46,	,89.559231205160017,	,2.1243490195420534
0.351543125,	,41.43013701632799,	,46,	,89.788195633690009,	,2.1243490195420534
0.351543125,	,41.43013701632799,	,46,	,90.015864990252027,	,2.1243490195420534
0.351543125,	,41.43013701632799,	,46,	,90.242237027840019,	,2.1243490195420534
0.351543125,	,41.43013701632799,	,46,	,90.467309512255014,	,2.1243490195420534
