Time,	,RPM,	,Position,	,RPMDifferent,	,AnalogOutput
0.0,	,0.0,	,0,	,-0.0,	,0.0
0.0,	,0.0,	,0,	,0.15707962234406397,	,0.0
0.0,	,0.0,	,0,	,0.31415918267558096,	,0.0
0.0,	,0.0,	,0,	,0.4712386189820279,	,0.0
0.00636125,	,0.0,	,0,	,0.62831786925093203,	,0.0
0.00636125,	,0.0,	,0,	,0.7853968714698909,	,0.0
0.00636125,	,0.0,	,0,	,0.94247556362660301,	,0.0
0.00636125,	,0.0,	,0,	,1.0995538837088898,	,0.0
0.00636125,	,0.0,	,0,	,1.25663176970472,	,0.0
0.00636125,	,0.0,	,0,	,1.41370915960222,	,0.0
0.00636125,	,0.0,	,0,	,1.5707859913897402,	,0.0
0.00636125,	,0.0,	,0,	,1.7278622030558202,	,0.033480182542162062
0.0143640625,	,0.0,	,0,	,1.8849377325892698,	,0.033480182542162062
0.0143640625,	,0.0,	,0,	,2.0420125179791602,	,0.033480182542162062
0.0143640625,	,0.0,	,0,	,2.1990864972148398,	,0.033480182542162062
0.0143640625,	,0.0,	,0,	,2.3561596082859997,	,0.033480182542162062
0.0143640625,	,0.0,	,0,	,2.5132317891826603,	,0.033480182542162062
0.0143640625,	,0.0,	,0,	,2.6703029778952203,	,0.033480182542162062
0.0143640625,	,0.0,	,0,	,2.8273731124144401,	,0.033480182542162062
0.022308125,	,0.0,	,0,	,2.9844421307315403,	,0.033480182542162062
0.022308125,	,0.0,	,0,	,3.14150997083815,	,0.033480182542162062
0.022308125,	,0.0,	,0,	,3.2985765707263797,	,0.048365759204994432
0.022308125,	,0.0,	,0,	,3.4556418683888102,	,0.048365759204994432
0.022308125,	,0.0,	,0,	,3.6127058018185596,	,0.048365759204994432
0.022308125,	,0.0,	,0,	,3.7697683090092795,	,0.048365759204994432
0.022308125,	,0.0,	,0,	,3.9268293279551698,	,0.048365759204994432
0.030313125,	,0.0,	,0,	,4.0838887966510296,	,0.048365759204994432
0.030313125,	,0.0,	,0,	,4.2409466530922701,	,0.048365759204994432
0.030313125,	,0.0,	,0,	,4.3980028352749301,	,0.048365759204994432
0.030313125,	,0.0,	,0,	,4.5550572811957304,	,0.048365759204994432
0.030313125,	,0.0,	,0,	,4.7121099288520405,	,0.048365759204994432
0.030313125,	,0.0,	,0,	,4.8691607162419901,	,0.065147535765660208
0.030313125,	,0.0,	,0,	,5.0262095813643892,	,0.065147535765660208
0.030313125,	,0.0,	,0,	,5.1832564622188606,	,0.065147535765660208
0.03826625,	,0.0,	,0,	,5.3403012968057597,	,0.065147535765660208
0.03826625,	,0.0,	,0,	,5.4973440231262805,	,0.065147535765660208
0.03826625,	,0.0,	,0,	,5.6543845791824401,	,0.065147535765660208
0.03826625,	,0.0,	,0,	,5.8114229029771201,	,0.065147535765660208
0.03826625,	,0.0,	,0,	,5.9684589325140704,	,0.065147535765660208
0.03826625,	,0.0,	,0,	,6.12549260579795,	,0.065147535765660208
0.03826625,	,0.0,	,0,	,6.2825238608343694,	,0.065147535765660208
0.03826625,	,0.0,	,0,	,6.4395526356298598,	,0.083556972986533848
0.0491703125,	,0.0,	,0,	,6.5965788681919504,	,0.083556972986533848
0.0491703125,	,0.0,	,0,	,6.7536024965291794,	,0.083556972986533848
0.0491703125,	,0.0,	,0,	,6.9106234586510897,	,0.083556972986533848
0.0491703125,	,0.0,	,0,	,7.0676416925683094,	,0.083556972986533848
0.0491703125,	,0.0,	,0,	,7.2246571362925192,	,0.083556972986533848
0.05421125,	,0.0,	,0,	,7.3816697278365098,	,0.083556972986533848
0.05421125,	,0.0,	,0,	,7.5386794052141903,	,0.091346376527873405
0.05421125,	,0.0,	,0,	,7.6956861064406299,	,0.091346376527873405
0.05421125,	,0.0,	,0,	,7.8526897695320699,	,0.091346376527873405
0.05421125,	,0.0,	,0,	,8.0096903325059596,	,0.091346376527873405
0.05421125,	,0.0,	,0,	,8.1666877333809502,	,0.091346376527873405
0.05421125,	,0.0,	,0,	,8.3236819101769601,	,0.091346376527873405
0.062273125,	,0.0,	,0,	,8.4806728009151691,	,0.091346376527873405
0.062273125,	,0.0,	,0,	,8.6376603436180694,	,0.091346376527873405
0.062273125,	,0.0,	,0,	,8.7946444763094611,	,0.091346376527873405
0.062273125,	,0.0,	,0,	,8.9516251370144904,	,0.091346376527873405
0.062273125,	,0.0,	,0,	,9.1086022637596802,	,0.11233243291433148
0.062273125,	,0.0,	,0,	,9.2655757945729498,	,0.11233243291433148
0.062273125,	,0.0,	,0,	,9.4225456674836412,	,0.11233243291433148
0.062273125,	,0.0,	,0,	,9.5795118205225194,	,0.11233243291433148
0.07032625,	,0.0,	,1,	,9.7364741917218396,	,0.11233243291433148
0.07032625,	,2.633229913228491,	,1,	,7.2602028058868582,	,0.11233243291433148
0.07032625,	,2.633229913228491,	,1,	,7.4171574275098093,	,0.11233243291433148
0.07032625,	,2.633229913228491,	,1,	,7.5741080813990083,	,0.11233243291433148
0.07032625,	,2.633229913228491,	,1,	,7.7310547055928085,	,0.11233243291433148
0.07032625,	,2.633229913228491,	,1,	,7.8879972381312085,	,0.11233243291433148
0.07032625,	,2.633229913228491,	,1,	,8.0449356170557103,	,0.079523985745843337
0.07825625,	,2.633229913228491,	,1,	,8.2018697804096092,	,0.079523985745843337
0.07825625,	,2.3663948270609083,	,1,	,8.6256347524052916,	,0.079523985745843337
0.07825625,	,2.3663948270609083,	,1,	,8.7825602987542908,	,0.079523985745843337
0.07825625,	,2.3663948270609083,	,1,	,8.9394814436722907,	,0.079523985745843337
0.07825625,	,2.3663948270609083,	,1,	,9.0963981252093919,	,0.079523985745843337
0.07825625,	,2.3663948270609083,	,1,	,9.2533102814172903,	,0.079523985745843337
0.07825625,	,2.3663948270609083,	,1,	,9.4102178503497917,	,0.079523985745843337
0.07825625,	,2.3663948270609083,	,1,	,9.567120770061992,	,0.079523985745843337
0.08638625,	,2.3663948270609083,	,1,	,9.7240189786112907,	,0.079523985745843337
0.08638625,	,2.1436882048379826,	,1,	,10.103619036279618,	,0.13072003223553297
0.08638625,	,2.1436882048379826,	,1,	,10.260507636682018,	,0.13072003223553297
0.08638625,	,2.1436882048379826,	,1,	,10.417391340104418,	,0.13072003223553297
0.08638625,	,2.1436882048379826,	,1,	,10.574270084611518,	,0.13072003223553297
0.08638625,	,2.1436882048379826,	,1,	,10.731143808270117,	,0.13072003223553297
0.0943903125,	,2.1436882048379826,	,1,	,10.888012449148917,	,0.13072003223553297
0.0943903125,	,1.9619088048382634,	,1,	,11.226655345318338,	,0.13072003223553297
0.0943903125,	,1.9619088048382634,	,1,	,11.383513634851836,	,0.13072003223553297
0.0943903125,	,1.9619088048382634,	,1,	,11.540366655823934,	,0.13072003223553297
0.0943903125,	,1.9619088048382634,	,1,	,11.697214346311437,	,0.13072003223553297
0.0943903125,	,1.9619088048382634,	,1,	,11.854056644393538,	,0.14802955672384865
0.0943903125,	,1.9619088048382634,	,1,	,12.010893488151236,	,0.14802955672384865
0.102303125,	,1.9619088048382634,	,1,	,12.167724815667837,	,0.14802955672384865
0.102303125,	,1.8101615682334744,	,1,	,12.476297801633724,	,0.14802955672384865
0.102303125,	,1.8101615682334744,	,1,	,12.633117910926828,	,0.14802955672384865
0.102303125,	,1.8101615682334744,	,1,	,12.789932318242027,	,0.14802955672384865
0.102303125,	,1.8101615682334744,	,1,	,12.946740961671328,	,0.14802955672384865
0.102303125,	,1.8101615682334744,	,1,	,13.103543779309224,	,0.14802955672384865
0.110454375,	,1.8101615682334744,	,1,	,13.260340709252425,	,0.16186868722855785
0.110454375,	,1.676576280343673,	,1,	,13.550716977489827,	,0.16186868722855785
0.110454375,	,1.676576280343673,	,1,	,13.707501946343129,	,0.16186868722855785
0.110454375,	,1.676576280343673,	,1,	,13.864280841806027,	,0.16186868722855785
0.110454375,	,1.676576280343673,	,1,	,14.021053601984628,	,0.16186868722855785
0.1182921875,	,1.676576280343673,	,1,	,14.177820164987629,	,0.16186868722855785
0.1182921875,	,1.565489565278224,	,1,	,14.445667183991375,	,0.16186868722855785
0.1182921875,	,1.565489565278224,	,1,	,14.602421166978576,	,0.17721344767055772
0.1182921875,	,1.565489565278224,	,1,	,14.759168767130678,	,0.17721344767055772
0.1182921875,	,1.565489565278224,	,1,	,14.915909922566279,	,0.17721344767055772
0.1262884375,	,1.565489565278224,	,1,	,15.072644571406279,	,0.17721344767055772
0.1262884375,	,1.4663669046121914,	,1,	,15.328495312440507,	,0.17721344767055772
0.1262884375,	,1.4663669046121914,	,1,	,15.485216762463009,	,0.17721344767055772
0.1262884375,	,1.4663669046121914,	,1,	,15.641931520268807,	,0.17721344767055772
0.1262884375,	,1.4663669046121914,	,1,	,15.79863952398931,	,0.17721344767055772
0.1262884375,	,1.4663669046121914,	,1,	,15.955340711758611,	,0.17721344767055772
0.1262884375,	,1.4663669046121914,	,1,	,16.112035021713812,	,0.17721344767055772
0.1262884375,	,1.4663669046121914,	,1,	,16.268722391994206,	,0.20141474342096977
0.1344153125,	,1.4663669046121914,	,1,	,16.425402760742205,	,0.20141474342096977
0.1344153125,	,1.3777089956561694,	,1,	,16.67073397505893,	,0.20141474342096977
0.1344153125,	,1.3777089956561694,	,1,	,16.827400155180229,	,0.20141474342096977
0.1344153125,	,1.3777089956561694,	,1,	,16.984059148212729,	,0.20141474342096977
0.1344153125,	,1.3777089956561694,	,1,	,17.140710892310029,	,0.20141474342096977
0.14227625,	,1.3777089956561694,	,1,	,17.297355325628327,	,0.20141474342096977
0.14227625,	,1.301588882088087,	,1,	,17.530112499895111,	,0.20141474342096977
0.14227625,	,1.301588882088087,	,1,	,17.686742126136313,	,0.21650516541249831
0.14227625,	,1.301588882088087,	,1,	,17.843364256085213,	,0.21650516541249831
0.14227625,	,1.301588882088087,	,1,	,17.999978827909715,	,0.21650516541249831
0.14227625,	,1.301588882088087,	,1,	,18.156585779781015,	,0.21650516541249831
0.150458125,	,1.301588882088087,	,1,	,18.313185049873113,	,0.21650516541249831
0.150458125,	,1.2308088060062239,	,1,	,18.540556652444977,	,0.21650516541249831
0.150458125,	,1.2308088060062239,	,1,	,18.697140373513076,	,0.21650516541249831
0.150458125,	,1.2308088060062239,	,1,	,18.853716227342378,	,0.21650516541249831
0.150458125,	,1.2308088060062239,	,1,	,19.010284152119176,	,0.23495562348751264
0.150458125,	,1.2308088060062239,	,1,	,19.166844086033176,	,0.23495562348751264
0.158384375,	,1.2308088060062239,	,2,	,19.323395967276777,	,0.23495562348751264
0.158384375,	,2.3384274513844585,	,2,	,18.372321088667643,	,0.23495562348751264
0.158384375,	,2.3384274513844585,	,2,	,18.52885667916124,	,0.23495562348751264
0.158384375,	,2.3384274513844585,	,2,	,18.685384031581439,	,0.23495562348751264
0.158384375,	,2.3384274513844585,	,2,	,18.841903084133939,	,0.23495562348751264
0.158384375,	,2.3384274513844585,	,2,	,18.998413775027242,	,0.23495562348751264
0.1662975,	,2.3384274513844585,	,2,	,19.154916042473644,	,0.22870020159307103
0.1662975,	,2.2271553713698062,	,2,	,19.42268190470309,	,0.22870020159307103
0.1662975,	,2.2271553713698062,	,2,	,19.579167139904893,	,0.22870020159307103
0.1662975,	,2.2271553713698062,	,2,	,19.735643766315992,	,0.22870020159307103
0.1662975,	,2.2271553713698062,	,2,	,19.892111722161797,	,0.22870020159307103
0.1662975,	,2.2271553713698062,	,2,	,20.048570945671294,	,0.22870020159307103
0.1662975,	,2.2271553713698062,	,2,	,20.205021375076694,	,0.22870020159307103
0.1742003125,	,2.2271553713698062,	,3,	,20.36146294861409,	,0.22870020159307103
0.1742003125,	,3.1891765725480865,	,3,	,19.555874403344415,	,0.22870020159307103
0.1742003125,	,3.1891765725480865,	,3,	,19.712298079867018,	,0.24236259841113061
0.1742003125,	,3.1891765725480865,	,3,	,19.868712715250215,	,0.24236259841113061
0.1742003125,	,3.1891765725480865,	,3,	,20.025118247743915,	,0.24236259841113061
0.1742003125,	,3.1891765725480865,	,3,	,20.181514615601515,	,0.24236259841113061
0.1821921875,	,3.1891765725480865,	,4,	,20.337901757080516,	,0.24236259841113061
0.1821921875,	,4.065710779946263,	,4,	,19.617745403043337,	,0.24236259841113061
0.1821921875,	,4.065710779946263,	,4,	,19.774113906550937,	,0.24236259841113061
0.1821921875,	,4.065710779946263,	,4,	,19.930472998473235,	,0.24236259841113061
0.1821921875,	,4.065710779946263,	,4,	,20.086822617082234,	,0.24236259841113061
0.1821921875,	,4.065710779946263,	,4,	,20.243162700653535,	,0.24236259841113061
0.1821921875,	,4.065710779946263,	,4,	,20.399493187466632,	,0.25490173455402887
0.190268125,	,4.065710779946263,	,5,	,20.555814015804636,	,0.25490173455402887
0.190268125,	,4.866426922144347,	,5,	,19.911408981756452,	,0.25490173455402887
0.190268125,	,4.866426922144347,	,5,	,20.067710308009154,	,0.25490173455402887
0.190268125,	,4.866426922144347,	,5,	,20.224001790659351,	,0.25490173455402887
0.190268125,	,4.866426922144347,	,5,	,20.380283368005649,	,0.25490173455402887
0.190268125,	,4.866426922144347,	,5,	,20.536554978350651,	,0.25490173455402887
0.1982525,	,4.866426922144347,	,5,	,20.692816560000551,	,0.25866777985393574
0.1982525,	,4.825263923841894,	,5,	,20.890231049568502,	,0.25866777985393574
0.1982525,	,4.825263923841894,	,5,	,21.046472388763704,	,0.25866777985393574
0.1982525,	,4.825263923841894,	,5,	,21.202703514207208,	,0.25866777985393574
0.1982525,	,4.825263923841894,	,5,	,21.358924364221409,	,0.25866777985393574
0.1982525,	,4.825263923841894,	,5,	,21.515134877132709,	,0.25866777985393574
0.2062771875,	,4.825263923841894,	,6,	,21.671334991271706,	,0.25866777985393574
0.2062771875,	,5.789656705924157,	,6,	,20.863131862890839,	,0.25866777985393574
0.2062771875,	,5.789656705924157,	,6,	,21.019310994493345,	,0.25866777985393574
0.2062771875,	,5.789656705924157,	,6,	,21.175479542340042,	,0.26961159358108744
0.2062771875,	,5.789656705924157,	,6,	,21.33163744477794,	,0.26961159358108744
0.2062771875,	,5.789656705924157,	,6,	,21.487784640158537,	,0.26961159358108744
0.2062771875,	,5.789656705924157,	,6,	,21.643921066837144,	,0.26961159358108744
0.2062771875,	,5.789656705924157,	,6,	,21.800046663173745,	,0.26961159358108744
0.2144671875,	,5.789656705924157,	,8,	,21.956161367532445,	,0.26961159358108744
0.2144671875,	,7.70966230896074,	,8,	,20.192259515244956,	,0.26961159358108744
0.2144671875,	,7.70966230896074,	,8,	,20.348352250757259,	,0.26961159358108744
0.2144671875,	,7.70966230896074,	,8,	,20.504433909409659,	,0.25692528453994479
0.2144671875,	,7.70966230896074,	,8,	,20.66050442958376,	,0.25692528453994479
0.2222190625,	,7.70966230896074,	,9,	,20.816563749665363,	,0.25692528453994479
0.2222190625,	,8.684810321028586,	,9,	,19.997463795976817,	,0.25692528453994479
0.2222190625,	,8.684810321028586,	,9,	,20.153500531048518,	,0.25692528453994479
0.2222190625,	,8.684810321028586,	,9,	,20.309525881211716,	,0.25692528453994479
0.2222190625,	,8.684810321028586,	,9,	,20.465539784870316,	,0.25692528453994479
0.2222190625,	,8.684810321028586,	,9,	,20.621542180432215,	,0.25692528453994479
0.2222190625,	,8.684810321028586,	,9,	,20.777533006310414,	,0.25692528453994479
0.2222190625,	,8.684810321028586,	,9,	,20.933512200921911,	,0.25692528453994479
0.2303340625,	,8.684810321028586,	,10,	,21.089479702688813,	,0.25692528453994479
0.2303340625,	,9.641656390770066,	,10,	,20.288589380296131,	,0.26334274527870483
0.2303340625,	,9.641656390770066,	,10,	,20.444533311657832,	,0.26334274527870483
0.2303340625,	,9.641656390770066,	,10,	,20.600465365468331,	,0.26334274527870483
0.2303340625,	,9.641656390770066,	,10,	,20.756385480168035,	,0.26334274527870483
0.2303340625,	,9.641656390770066,	,10,	,20.912293594202335,	,0.26334274527870483
0.2303340625,	,9.641656390770066,	,10,	,21.068189646020933,	,0.26334274527870483
0.2303340625,	,9.641656390770066,	,10,	,21.224073574078734,	,0.26334274527870483
0.238274375,	,9.641656390770066,	,12,	,21.379945316835233,	,0.26334274527870483
0.238274375,	,11.751319315111076,	,12,	,19.426141888413529,	,0.26334274527870483
0.238274375,	,11.751319315111076,	,12,	,19.581989075965026,	,0.26334274527870483
0.238274375,	,11.751319315111076,	,12,	,19.737823893622526,	,0.26334274527870483
0.238274375,	,11.751319315111076,	,12,	,19.893646279864925,	,0.26214426862768209
0.238274375,	,11.751319315111076,	,12,	,20.049456173176125,	,0.26214426862768209
0.238274375,	,11.751319315111076,	,12,	,20.205253512044823,	,0.26214426862768209
0.238274375,	,11.751319315111076,	,12,	,20.361038234964624,	,0.26214426862768209
0.246089375,	,11.751319315111076,	,13,	,20.516810280434228,	,0.26214426862768209
0.246089375,	,12.546544361987108,	,13,	,19.877344540081289,	,0.26214426862768209
0.246089375,	,12.546544361987108,	,13,	,20.03309104616649,	,0.26214426862768209
0.246089375,	,12.546544361987108,	,13,	,20.188824690327692,	,0.26214426862768209
0.246089375,	,12.546544361987108,	,13,	,20.344545411083494,	,0.26214426862768209
0.246089375,	,12.546544361987108,	,13,	,20.500253146957995,	,0.26214426862768209
0.246089375,	,12.546544361987108,	,13,	,20.655947836480287,	,0.26214426862768209
0.246089375,	,12.546544361987108,	,13,	,20.811629418184388,	,0.287840710159741
0.2542503125,	,12.546544361987108,	,15,	,20.967297830609787,	,0.287840710159741
0.2542503125,	,14.469311765377215,	,15,	,19.200185608910985,	,0.287840710159741
0.2542503125,	,14.469311765377215,	,15,	,19.355827498417888,	,0.287840710159741
0.2542503125,	,14.469311765377215,	,15,	,19.511456034295485,	,0.287840710159741
0.2542503125,	,14.469311765377215,	,15,	,19.667071155104189,	,0.287840710159741
0.2542503125,	,14.469311765377215,	,15,	,19.822672799409489,	,0.287840710159741
0.2542503125,	,14.469311765377215,	,15,	,19.978260905782285,	,0.287840710159741
0.2542503125,	,14.469311765377215,	,15,	,20.133835412798987,	,0.287840710159741
0.2622453125,	,14.469311765377215,	,17,	,20.28939625904129,	,0.287840710159741
0.2622453125,	,15.438606902130749,	,17,	,19.475648246342452,	,0.287840710159741
0.2622453125,	,15.438606902130749,	,17,	,19.631181586802249,	,0.26127349104097825
0.2622453125,	,15.438606902130749,	,17,	,19.786701082264955,	,0.26127349104097825
0.2622453125,	,15.438606902130749,	,17,	,19.942206671333849,	,0.26127349104097825
0.2622453125,	,15.438606902130749,	,17,	,20.097698292617949,	,0.26127349104097825
0.2622453125,	,15.438606902130749,	,17,	,20.253175884731448,	,0.26127349104097825
0.2622453125,	,15.438606902130749,	,17,	,20.408639386294453,	,0.26127349104097825
0.2703640625,	,17.3513679113562,	,19,	,18.651327726706803,	,0.26127349104097825
0.2703640625,	,17.3513679113562,	,19,	,18.806762863050594,	,0.26127349104097825
0.2703640625,	,17.3513679113562,	,19,	,18.962183724737002,	,0.26127349104097825
0.2703640625,	,17.3513679113562,	,19,	,19.117590250408298,	,0.26127349104097825
0.2703640625,	,17.3513679113562,	,19,	,19.272982378712506,	,0.26940777785316272
0.2703640625,	,17.3513679113562,	,19,	,19.428360048303098,	,0.26940777785316272
0.2703640625,	,17.3513679113562,	,19,	,19.583723197839703,	,0.26940777785316272
0.2781584375,	,17.3513679113562,	,21,	,19.739071765987305,	,0.26940777785316272
0.2781584375,	,19.313038830011276,	,21,	,17.932734772761524,	,0.26940777785316272
0.2781584375,	,19.313038830011276,	,21,	,18.088053994149323,	,0.26940777785316272
0.2781584375,	,19.313038830011276,	,21,	,18.243358450178018,	,0.26940777785316272
0.2781584375,	,19.313038830011276,	,21,	,18.398648079535821,	,0.26940777785316272
0.2781584375,	,19.313038830011276,	,21,	,18.553922820916828,	,0.26940777785316272
0.2781584375,	,19.313038830011276,	,21,	,18.709182613021124,	,0.26940777785316272
0.2781584375,	,19.313038830011276,	,21,	,18.864427394554522,	,0.26940777785316272
0.286639375,	,21.19164598825585,	,23,	,17.141049945984356,	,0.2376947567205277
0.286639375,	,21.19164598825585,	,23,	,17.296264522517355,	,0.2376947567205277
0.286639375,	,21.19164598825585,	,23,	,17.451463904632952,	,0.2376947567205277
0.286639375,	,21.19164598825585,	,23,	,17.606648031060651,	,0.2376947567205277
0.286639375,	,21.19164598825585,	,23,	,17.761816840536355,	,0.2376947567205277
0.286639375,	,21.19164598825585,	,23,	,17.916970271801851,	,0.2376947567205277
0.286639375,	,21.19164598825585,	,23,	,18.072108263605053,	,0.2376947567205277
0.2942071875,	,21.19164598825585,	,25,	,18.227230754699853,	,0.2376947567205277
0.2942071875,	,23.159720469411344,	,25,	,16.414263202690858,	,0.2376947567205277
0.2942071875,	,23.159720469411344,	,25,	,16.569354508655355,	,0.2376947567205277
0.2942071875,	,23.159720469411344,	,25,	,16.724430130210255,	,0.2376947567205277
0.2942071875,	,23.159720469411344,	,25,	,16.879490006134052,	,0.2541782933564945
0.2942071875,	,23.159720469411344,	,25,	,17.034534075211763,	,0.2541782933564945
0.2942071875,	,23.159720469411344,	,25,	,17.189562276234359,	,0.2541782933564945
0.2942071875,	,23.159720469411344,	,25,	,17.344574547999056,	,0.2541782933564945
0.302044375,	,23.159720469411344,	,27,	,17.499570829309558,	,0.2541782933564945
0.302044375,	,25.13082527697069,	,27,	,15.683446251416413,	,0.2541782933564945
0.302044375,	,25.13082527697069,	,27,	,15.838410368254607,	,0.2541782933564945
0.302044375,	,25.13082527697069,	,27,	,15.993358311087412,	,0.2541782933564945
0.302044375,	,25.13082527697069,	,27,	,16.148290018743815,	,0.2541782933564945
0.302044375,	,25.13082527697069,	,27,	,16.303205430059208,	,0.2541782933564945
0.302044375,	,25.13082527697069,	,27,	,16.458104483875516,	,0.2541782933564945
0.302044375,	,25.13082527697069,	,27,	,16.612987119041016,	,0.25512357056219959
0.310138125,	,25.13082527697069,	,29,	,16.767853274410413,	,0.25512357056219959
0.310138125,	,27.027860233867006,	,29,	,15.025667931948693,	,0.25512357056219959
0.310138125,	,27.027860233867006,	,29,	,15.180500944316496,	,0.25512357056219959
0.310138125,	,27.027860233867006,	,29,	,15.335317293491695,	,0.25512357056219959
0.310138125,	,27.027860233867006,	,29,	,15.490116918355287,	,0.25512357056219959
0.310138125,	,27.027860233867006,	,29,	,15.644899757794892,	,0.25512357056219959
0.310138125,	,27.027860233867006,	,29,	,15.799665750704595,	,0.25512357056219959
0.310138125,	,27.027860233867006,	,29,	,15.954414835985393,	,0.25512357056219959
0.3181625,	,27.027860233867006,	,32,	,16.109146952544702,	,0.25512357056219959
0.3181625,	,29.91931616990045,	,32,	,13.372406103263156,	,0.25512357056219959
0.3181625,	,29.91931616990045,	,32,	,13.527104099128845,	,0.20161312393323838
0.3181625,	,29.91931616990045,	,32,	,13.681784943035847,	,0.20161312393323838
0.3181625,	,29.91931616990045,	,32,	,13.836448573918549,	,0.20161312393323838
0.3181625,	,29.91931616990045,	,32,	,13.991094930718351,	,0.20161312393323838
0.3181625,	,29.91931616990045,	,32,	,14.145723952383253,	,0.20161312393323838
0.3181625,	,29.91931616990045,	,32,	,14.30033557786815,	,0.20161312393323838
0.326134375,	,29.91931616990045,	,34,	,14.45492974613494,	,0.20161312393323838
0.326134375,	,31.875344222023358,	,34,	,12.653478344029146,	,0.20161312393323838
0.326134375,	,31.875344222023358,	,34,	,12.808037414772443,	,0.20161312393323838
0.326134375,	,31.875344222023358,	,34,	,12.962578845224243,	,0.20161312393323838
0.326134375,	,31.875344222023358,	,34,	,13.117102574374137,	,0.20161312393323838
0.326134375,	,31.875344222023358,	,34,	,13.271608541218541,	,0.22770539296488421
0.326134375,	,31.875344222023358,	,34,	,13.426096684760935,	,0.22770539296488421
0.326134375,	,31.875344222023358,	,34,	,13.580566944012034,	,0.22770539296488421
0.334248125,	,31.875344222023358,	,37,	,13.735019257989237,	,0.22770539296488421
0.334248125,	,34.72730923041027,	,37,	,11.037488557330335,	,0.22770539296488421
0.334248125,	,34.72730923041027,	,37,	,11.191904797840927,	,0.22770539296488421
0.334248125,	,34.72730923041027,	,37,	,11.346302910173023,	,0.22770539296488421
0.334248125,	,34.72730923041027,	,37,	,11.500682833372835,	,0.22770539296488421
0.334248125,	,34.72730923041027,	,37,	,11.655044506493333,	,0.22770539296488421
0.334248125,	,34.72730923041027,	,37,	,11.80938786859523,	,0.22770539296488421
0.334248125,	,34.72730923041027,	,37,	,11.963712858746128,	,0.20626458811205095
0.34206625,	,36.726193302277956,	,39,	,10.11913534415325,	,0.20626458811205095
0.34206625,	,36.726193302277956,	,39,	,10.273423407634141,	,0.20626458811205095
0.34206625,	,36.726193302277956,	,39,	,10.427692916410749,	,0.20626458811205095
0.34206625,	,36.726193302277956,	,39,	,10.581943809579748,	,0.20626458811205095
0.34206625,	,36.726193302277956,	,39,	,10.736176026245545,	,0.20626458811205095
0.34206625,	,36.726193302277956,	,39,	,10.890389505519543,	,0.20626458811205095
0.34206625,	,36.726193302277956,	,39,	,11.044584186520751,	,0.20626458811205095
0.3501303125,	,36.726193302277956,	,42,	,11.198760008375537,	,0.20626458811205095
0.3501303125,	,38.63136556625825,	,42,	,9.4477446462374459,	,0.20626458811205095
0.3501303125,	,38.63136556625825,	,42,	,9.6018825672083494,	,0.17636301632818896
0.3501303125,	,38.63136556625825,	,42,	,9.7560014464568496,	,0.17636301632818896
0.3501303125,	,38.63136556625825,	,42,	,9.9101012231390442,	,0.17636301632818896
0.3501303125,	,38.63136556625825,	,42,	,10.064181836418946,	,0.17636301632818896
0.3501303125,	,38.63136556625825,	,42,	,10.218243225467951,	,0.17636301632818896
0.3501303125,	,38.63136556625825,	,42,	,10.372285329465043,	,0.17636301632818896
0.3581321875,	,38.63136556625825,	,44,	,10.526308087596746,	,0.17636301632818896
0.3581321875,	,40.54416789339925,	,44,	,8.7675091119164534,	,0.17636301632818896
0.3581321875,	,40.54416789339925,	,44,	,8.9214929959080536,	,0.17636301632818896
0.3581321875,	,40.54416789339925,	,44,	,9.0754573516400541,	,0.17636301632818896
0.3581321875,	,40.54416789339925,	,44,	,9.2294021183298511,	,0.19223315273655214
0.3581321875,	,40.54416789339925,	,44,	,9.3833272352025503,	,0.19223315273655214
0.3581321875,	,40.54416789339925,	,44,	,9.5372326414907533,	,0.19223315273655214
0.3581321875,	,40.54416789339925,	,44,	,9.6911182764352546,	,0.19223315273655214
0.366124375,	,40.54416789339925,	,46,	,9.8449840792842522,	,0.19223315273655214
0.366124375,	,41.49017512050092,	,46,	,9.0528227621924771,	,0.19223315273655214
0.366124375,	,41.49017512050092,	,46,	,9.2066487186271786,	,0.19223315273655214
0.366124375,	,41.49017512050092,	,46,	,9.3604546607587764,	,0.19223315273655214
0.366124375,	,41.49017512050092,	,46,	,9.5142405278670736,	,0.19223315273655214
0.366124375,	,41.49017512050092,	,46,	,9.6680062592397817,	,0.19223315273655214
0.366124375,	,41.49017512050092,	,46,	,9.821751794172684,	,0.20976848692897426
0.366124375,	,41.49017512050092,	,46,	,9.9754770719693724,	,0.20976848692897426
0.3741221875,	,41.49017512050092,	,49,	,10.129182031941781,	,0.20976848692897426
0.3741221875,	,43.41860747842095,	,49,	,8.3544342554893447,	,0.20976848692897426
0.3741221875,	,43.41860747842095,	,49,	,8.5080983977800457,	,0.20976848692897426
0.3741221875,	,43.41860747842095,	,49,	,8.6617420402296474,	,0.20976848692897426
0.3741221875,	,43.41860747842095,	,49,	,8.8153651221819445,	,0.20976848692897426
0.3741221875,	,43.41860747842095,	,49,	,8.9689675829891513,	,0.20976848692897426
0.3741221875,	,43.41860747842095,	,49,	,9.1225493620114406,	,0.20976848692897426
0.3741221875,	,43.41860747842095,	,49,	,9.2761103986170497,	,0.20976848692897426
0.3821540625,	,43.41860747842095,	,51,	,9.4296506321825504,	,0.19789000448420885
0.3821540625,	,44.393657135601806,	,51,	,8.608120344911903,	,0.19789000448420885
