Time,	,Position,	,AnalogVolt,	,Error
0.1367790625,	,0,	,0.1490450489419734,	,-13
0.1367790625,	,0,	,0.1490450489419734,	,-13
0.1367790625,	,0,	,0.1490450489419734,	,-14
0.1367790625,	,0,	,0.1501049176843826,	,-14
0.1367790625,	,0,	,0.1501049176843826,	,-14
0.144806875,	,0,	,0.1501049176843826,	,-14
0.144806875,	,0,	,0.1501049176843826,	,-14
0.144806875,	,0,	,0.1501049176843826,	,-14
0.144806875,	,0,	,0.1501049176843826,	,-14
0.144806875,	,0,	,0.1501049176843826,	,-14
0.144806875,	,0,	,0.1501049176843826,	,-14
0.144806875,	,0,	,0.1501049176843826,	,-14
0.144806875,	,0,	,0.1501049176843826,	,-15
0.152661875,	,1,	,0.1501049176843826,	,-15
0.152661875,	,1,	,0.14116789960861206,	,-14
0.152661875,	,1,	,0.14116789960861206,	,-14
0.152661875,	,1,	,0.14116789960861206,	,-14
0.152661875,	,1,	,0.14116789960861206,	,-14
0.152661875,	,1,	,0.14116789960861206,	,-14
0.152661875,	,1,	,0.14116789960861206,	,-14
0.152661875,	,1,	,0.14116789960861206,	,-14
0.1606309375,	,1,	,0.14116789960861206,	,-14
0.1606309375,	,1,	,0.14116789960861206,	,-15
0.1606309375,	,1,	,0.14116789960861206,	,-15
0.1606309375,	,1,	,0.14116789960861206,	,-15
0.1606309375,	,1,	,0.16042716542205082,	,-15
0.1606309375,	,1,	,0.16042716542205082,	,-15
0.1606309375,	,1,	,0.16042716542205082,	,-15
0.1606309375,	,1,	,0.16042716542205082,	,-15
0.1686709375,	,2,	,0.16042716542205082,	,-15
0.1686709375,	,2,	,0.16042716542205082,	,-14
0.1686709375,	,2,	,0.16042716542205082,	,-14
0.1686709375,	,2,	,0.16042716542205082,	,-15
0.1686709375,	,2,	,0.16042716542205082,	,-15
0.1686709375,	,2,	,0.16042716542205082,	,-15
0.1686709375,	,2,	,0.16042716542205082,	,-15
0.1686709375,	,2,	,0.15149788284301757,	,-15
0.1686709375,	,2,	,0.15149788284301757,	,-15
0.1771409375,	,2,	,0.15149788284301757,	,-15
0.1771409375,	,2,	,0.15149788284301757,	,-15
0.1771409375,	,2,	,0.15149788284301757,	,-15
0.1771409375,	,2,	,0.15149788284301757,	,-15
0.1771409375,	,2,	,0.15149788284301757,	,-16
0.1771409375,	,2,	,0.15149788284301757,	,-16
0.1771409375,	,2,	,0.15149788284301757,	,-16
0.1771409375,	,2,	,0.15149788284301757,	,-16
0.18518375,	,3,	,0.1716480488622224,	,-16
0.18518375,	,3,	,0.1716480488622224,	,-15
0.18518375,	,3,	,0.1716480488622224,	,-15
0.18518375,	,3,	,0.1716480488622224,	,-15
0.18518375,	,3,	,0.1716480488622224,	,-15
0.18518375,	,3,	,0.1716480488622224,	,-15
0.192746875,	,4,	,0.1716480488622224,	,-16
0.192746875,	,4,	,0.1716480488622224,	,-15
0.192746875,	,4,	,0.1716480488622224,	,-15
0.192746875,	,4,	,0.1716480488622224,	,-15
0.192746875,	,4,	,0.14272885380069888,	,-15
0.192746875,	,4,	,0.14272885380069888,	,-15
0.192746875,	,4,	,0.14272885380069888,	,-15
0.192746875,	,4,	,0.14272885380069888,	,-15
0.2008078125,	,5,	,0.14272885380069888,	,-15
0.2008078125,	,5,	,0.14272885380069888,	,-15
0.2008078125,	,5,	,0.14272885380069888,	,-15
0.2008078125,	,5,	,0.14272885380069888,	,-15
0.2008078125,	,5,	,0.14272885380069888,	,-15
0.2008078125,	,5,	,0.14272885380069888,	,-15
0.2008078125,	,5,	,0.14272885380069888,	,-15
0.2008078125,	,5,	,0.15198794031143187,	,-15
0.20881,	,6,	,0.15198794031143187,	,-15
0.20881,	,6,	,0.15198794031143187,	,-14
0.20881,	,6,	,0.15198794031143187,	,-14
0.20881,	,6,	,0.15198794031143187,	,-15
0.20881,	,6,	,0.15198794031143187,	,-15
0.20881,	,6,	,0.15198794031143187,	,-15
0.20881,	,6,	,0.15198794031143187,	,-15
0.20881,	,6,	,0.15198794031143187,	,-15
0.20881,	,6,	,0.15198794031143187,	,-15
0.2172259375,	,7,	,0.15213834428787232,	,-15
0.2172259375,	,7,	,0.15213834428787232,	,-14
0.2172259375,	,7,	,0.15213834428787232,	,-14
0.2172259375,	,7,	,0.15213834428787232,	,-14
0.2172259375,	,7,	,0.15213834428787232,	,-15
0.2172259375,	,7,	,0.15213834428787232,	,-15
0.2172259375,	,7,	,0.15213834428787232,	,-15
0.2172259375,	,7,	,0.15213834428787232,	,-15
0.224738125,	,8,	,0.15213834428787232,	,-14
0.224738125,	,8,	,0.15213834428787232,	,-14
0.224738125,	,8,	,0.15213834428787232,	,-14
0.224738125,	,8,	,0.13317786308372295,	,-14
0.224738125,	,8,	,0.13317786308372295,	,-14
0.224738125,	,8,	,0.13317786308372295,	,-14
0.224738125,	,8,	,0.13317786308372295,	,-15
0.232786875,	,9,	,0.13317786308372295,	,-15
0.232786875,	,9,	,0.13317786308372295,	,-14
0.232786875,	,9,	,0.13317786308372295,	,-14
0.232786875,	,9,	,0.13317786308372295,	,-14
0.232786875,	,9,	,0.13317786308372295,	,-14
0.232786875,	,9,	,0.13317786308372295,	,-14
0.232786875,	,9,	,0.1424319658279419,	,-14
0.232786875,	,9,	,0.1424319658279419,	,-14
0.2407840625,	,10,	,0.1424319658279419,	,-14
0.2407840625,	,10,	,0.1424319658279419,	,-14
0.2407840625,	,10,	,0.1424319658279419,	,-14
0.2407840625,	,10,	,0.1424319658279419,	,-14
0.2407840625,	,10,	,0.1424319658279419,	,-14
0.2407840625,	,10,	,0.1424319658279419,	,-14
0.2407840625,	,10,	,0.1424319658279419,	,-14
0.2407840625,	,10,	,0.1424319658279419,	,-14
0.2486628125,	,11,	,0.1424319658279419,	,-14
0.2486628125,	,11,	,0.12348498849438876,	,-13
0.2486628125,	,11,	,0.12348498849438876,	,-13
0.2486628125,	,11,	,0.12348498849438876,	,-14
0.2486628125,	,11,	,0.12348498849438876,	,-14
0.2486628125,	,11,	,0.12348498849438876,	,-14
0.2486628125,	,11,	,0.12348498849438876,	,-14
0.2486628125,	,11,	,0.12348498849438876,	,-14
0.2486628125,	,11,	,0.12348498849438876,	,-14
0.258145,	,12,	,0.12348498849438876,	,-14
0.258145,	,12,	,0.12348498849438876,	,-13
0.258145,	,12,	,0.13271797919273376,	,-13
0.258145,	,12,	,0.13271797919273376,	,-13
0.258145,	,12,	,0.13271797919273376,	,-14
0.258145,	,12,	,0.13271797919273376,	,-14
0.264785,	,14,	,0.13271797919273376,	,-14
0.264785,	,14,	,0.13271797919273376,	,-12
0.264785,	,14,	,0.13271797919273376,	,-12
0.264785,	,14,	,0.13271797919273376,	,-12
0.264785,	,14,	,0.13271797919273376,	,-12
0.264785,	,14,	,0.13271797919273376,	,-12
0.264785,	,14,	,0.13271797919273376,	,-12
0.264785,	,14,	,0.11375740182906213,	,-12
0.264785,	,15,	,0.11375740182906213,	,-13
0.2730959375,	,15,	,0.11375740182906213,	,-12
0.2730959375,	,15,	,0.11375740182906213,	,-12
0.2730959375,	,15,	,0.11375740182906213,	,-12
0.2730959375,	,15,	,0.11375740182906213,	,-12
0.2730959375,	,15,	,0.11375740182906213,	,-12
0.2730959375,	,15,	,0.11375740182906213,	,-12
0.2730959375,	,15,	,0.11375740182906213,	,-12
0.2730959375,	,16,	,0.11375740182906213,	,-12
0.2810009375,	,16,	,0.10388077613939242,	,-11
0.2810009375,	,16,	,0.10388077613939242,	,-12
0.2810009375,	,16,	,0.10388077613939242,	,-12
0.2810009375,	,16,	,0.10388077613939242,	,-12
0.2810009375,	,16,	,0.10388077613939242,	,-12
0.2810009375,	,16,	,0.10388077613939242,	,-12
0.2810009375,	,16,	,0.10388077613939242,	,-12
0.2891378125,	,17,	,0.10388077613939242,	,-12
0.2891378125,	,17,	,0.10388077613939242,	,-11
0.2891378125,	,17,	,0.10388077613939242,	,-11
0.2891378125,	,17,	,0.11308099889755249,	,-11
0.2891378125,	,17,	,0.11308099889755249,	,-12
0.2891378125,	,17,	,0.11308099889755249,	,-12
0.2891378125,	,17,	,0.11308099889755249,	,-12
0.29679,	,18,	,0.11308099889755249,	,-12
0.29679,	,18,	,0.11308099889755249,	,-11
0.29679,	,18,	,0.11308099889755249,	,-11
0.29679,	,18,	,0.11308099889755249,	,-11
0.29679,	,18,	,0.11308099889755249,	,-11
0.29679,	,18,	,0.11308099889755249,	,-11
0.29679,	,18,	,0.11308099889755249,	,-11
0.29679,	,18,	,0.13230552851647315,	,-12
0.30472875,	,19,	,0.13230552851647315,	,-12
0.30472875,	,19,	,0.13230552851647315,	,-11
0.30472875,	,19,	,0.13230552851647315,	,-11
0.30472875,	,19,	,0.13230552851647315,	,-11
0.30472875,	,19,	,0.13230552851647315,	,-11
0.30472875,	,19,	,0.13230552851647315,	,-11
0.30472875,	,19,	,0.13230552851647315,	,-11
0.30472875,	,19,	,0.13230552851647315,	,-11
0.3128009375,	,21,	,0.13230552851647315,	,-11
0.3128009375,	,21,	,0.13230552851647315,	,-10
0.3128009375,	,21,	,0.08514300259684024,	,-10
0.3128009375,	,21,	,0.08514300259684024,	,-10
0.3128009375,	,21,	,0.08514300259684024,	,-10
0.3128009375,	,21,	,0.08514300259684024,	,-10
0.3128009375,	,21,	,0.08514300259684024,	,-10
0.3128009375,	,21,	,0.08514300259684024,	,-10
0.3128009375,	,21,	,0.08514300259684024,	,-10
0.32103375,	,22,	,0.08514300259684024,	,-10
0.32103375,	,22,	,0.08514300259684024,	,-9
0.32103375,	,22,	,0.08514300259684024,	,-10
0.32103375,	,22,	,0.08514300259684024,	,-10
0.32103375,	,22,	,0.10343297576904298,	,-10
0.32103375,	,22,	,0.10343297576904298,	,-10
0.32103375,	,22,	,0.10343297576904298,	,-10
0.3288028125,	,23,	,0.10343297576904298,	,-10
0.3288028125,	,23,	,0.10343297576904298,	,-9
0.3288028125,	,23,	,0.10343297576904298,	,-9
0.3288028125,	,23,	,0.10343297576904298,	,-9
0.3288028125,	,23,	,0.10343297576904298,	,-9
0.3288028125,	,23,	,0.10343297576904298,	,-10
0.3288028125,	,23,	,0.10343297576904298,	,-10
0.3288028125,	,23,	,0.10343297576904298,	,-10
0.3288028125,	,23,	,0.1035429940223694,	,-10
0.3371528125,	,24,	,0.1035429940223694,	,-10
0.3371528125,	,24,	,0.1035429940223694,	,-9
0.3371528125,	,24,	,0.1035429940223694,	,-9
0.3371528125,	,24,	,0.1035429940223694,	,-9
0.3371528125,	,24,	,0.1035429940223694,	,-9
0.3371528125,	,24,	,0.1035429940223694,	,-9
0.3371528125,	,24,	,0.1035429940223694,	,-10
0.344668125,	,25,	,0.1035429940223694,	,-10
0.344668125,	,25,	,0.1035429940223694,	,-9
0.344668125,	,25,	,0.1035429940223694,	,-9
0.344668125,	,25,	,0.08454703092485841,	,-9
0.344668125,	,25,	,0.08454703092485841,	,-9
0.344668125,	,25,	,0.08454703092485841,	,-9
0.344668125,	,25,	,0.08454703092485841,	,-9
0.344668125,	,25,	,0.08454703092485841,	,-9
0.3527709375,	,26,	,0.08454703092485841,	,-9
0.3527709375,	,26,	,0.08454703092485841,	,-9
0.3527709375,	,26,	,0.08454703092485841,	,-9
0.3527709375,	,26,	,0.08454703092485841,	,-9
0.3527709375,	,26,	,0.08454703092485841,	,-9
0.3527709375,	,26,	,0.09373198676109314,	,-9
0.3527709375,	,26,	,0.09373198676109314,	,-9
0.3527709375,	,26,	,0.09373198676109314,	,-9
0.3527709375,	,26,	,0.09373198676109314,	,-9
0.3621328125,	,27,	,0.09373198676109314,	,-9
0.3621328125,	,27,	,0.09373198676109314,	,-8
0.3621328125,	,27,	,0.09373198676109314,	,-9
0.3621328125,	,27,	,0.09373198676109314,	,-9
0.3621328125,	,27,	,0.09373198676109314,	,-9
0.3621328125,	,27,	,0.09373198676109314,	,-9
0.3688059375,	,28,	,0.09383095812797546,	,-9
0.3688059375,	,28,	,0.09383095812797546,	,-8
0.3688059375,	,28,	,0.09383095812797546,	,-8
0.3688059375,	,28,	,0.09383095812797546,	,-8
0.3688059375,	,28,	,0.09383095812797546,	,-8
0.3688059375,	,28,	,0.09383095812797546,	,-8
0.3688059375,	,28,	,0.09383095812797546,	,-9
0.3688059375,	,28,	,0.09383095812797546,	,-9
0.3767078125,	,28,	,0.09383095812797546,	,-9
0.3767078125,	,28,	,0.09383095812797546,	,-9
0.3767078125,	,28,	,0.09392096877098083,	,-9
0.3767078125,	,28,	,0.09392096877098083,	,-9
0.3767078125,	,28,	,0.09392096877098083,	,-9
0.3767078125,	,28,	,0.09392096877098083,	,-9
0.3767078125,	,28,	,0.09392096877098083,	,-9
0.3767078125,	,28,	,0.09392096877098083,	,-9
0.3767078125,	,28,	,0.09392096877098083,	,-10
0.38513875,	,29,	,0.09392096877098083,	,-10
0.38513875,	,29,	,0.09392096877098083,	,-9
0.38513875,	,29,	,0.09392096877098083,	,-9
0.38513875,	,29,	,0.09392096877098083,	,-9
0.38513875,	,29,	,0.0940199851989746,	,-9
0.38513875,	,29,	,0.0940199851989746,	,-9
0.38513875,	,29,	,0.0940199851989746,	,-9
0.38513875,	,29,	,0.0940199851989746,	,-9
0.39288375,	,30,	,0.0940199851989746,	,-8
0.39288375,	,30,	,0.0940199851989746,	,-9
0.39288375,	,30,	,0.0940199851989746,	,-9
0.39288375,	,30,	,0.0940199851989746,	,-9
0.39288375,	,30,	,0.0940199851989746,	,-9
0.39288375,	,30,	,0.0940199851989746,	,-9
0.4007978125,	,31,	,0.0941189866065979,	,-9
0.4007978125,	,31,	,0.0941189866065979,	,-8
0.4007978125,	,31,	,0.0941189866065979,	,-8
0.4007978125,	,31,	,0.0941189866065979,	,-8
0.4007978125,	,31,	,0.0941189866065979,	,-8
0.4007978125,	,31,	,0.0941189866065979,	,-8
0.4007978125,	,31,	,0.0941189866065979,	,-9
0.4007978125,	,31,	,0.0941189866065979,	,-9
0.408701875,	,32,	,0.0941189866065979,	,-9
0.408701875,	,32,	,0.0941189866065979,	,-8
0.408701875,	,32,	,0.0941189866065979,	,-8
0.408701875,	,32,	,0.07511182923381891,	,-8
0.408701875,	,32,	,0.07511182923381891,	,-8
0.408701875,	,32,	,0.07511182923381891,	,-8
0.408701875,	,32,	,0.07511182923381891,	,-8
0.408701875,	,32,	,0.07511182923381891,	,-8
0.416781875,	,33,	,0.07511182923381891,	,-9
0.416781875,	,33,	,0.07511182923381891,	,-8
0.416781875,	,33,	,0.07511182923381891,	,-8
0.416781875,	,33,	,0.07511182923381891,	,-8
0.416781875,	,33,	,0.08428701066970826,	,-8
0.416781875,	,33,	,0.08428701066970826,	,-8
0.416781875,	,33,	,0.08428701066970826,	,-8
0.416781875,	,33,	,0.08428701066970826,	,-8
0.425145,	,33,	,0.08428701066970826,	,-8
0.425145,	,33,	,0.08428701066970826,	,-8
0.425145,	,33,	,0.08428701066970826,	,-9
0.425145,	,33,	,0.08428701066970826,	,-9
0.425145,	,33,	,0.08428701066970826,	,-9
0.425145,	,33,	,0.08428701066970826,	,-9
0.425145,	,33,	,0.08428701066970826,	,-9
0.4327346875,	,34,	,0.1034818619084805,	,-9
0.4327346875,	,34,	,0.1034818619084805,	,-8
0.4327346875,	,34,	,0.1034818619084805,	,-8
0.4327346875,	,34,	,0.1034818619084805,	,-8
0.4327346875,	,34,	,0.1034818619084805,	,-8
0.4327346875,	,34,	,0.1034818619084805,	,-9
0.4327346875,	,34,	,0.1034818619084805,	,-9
0.4327346875,	,34,	,0.1034818619084805,	,-9
0.440705,	,35,	,0.1034818619084805,	,-9
0.440705,	,35,	,0.1034818619084805,	,-8
0.440705,	,35,	,0.07447003058072608,	,-8
0.440705,	,35,	,0.07447003058072608,	,-8
0.440705,	,35,	,0.07447003058072608,	,-8
0.440705,	,35,	,0.07447003058072608,	,-8
0.440705,	,35,	,0.07447003058072608,	,-8
0.440705,	,35,	,0.07447003058072608,	,-9
0.4488009375,	,35,	,0.07447003058072608,	,-9
0.4488009375,	,35,	,0.07447003058072608,	,-9
0.4488009375,	,35,	,0.07447003058072608,	,-9
0.4488009375,	,35,	,0.07447003058072608,	,-9
0.4488009375,	,35,	,0.07447003058072608,	,-9
0.4488009375,	,35,	,0.10365927926024662,	,-9
0.4488009375,	,35,	,0.10365927926024662,	,-9
0.4488009375,	,35,	,0.10365927926024662,	,-9
0.456795,	,36,	,0.10365927926024662,	,-9
0.456795,	,36,	,0.10365927926024662,	,-9
0.456795,	,36,	,0.10365927926024662,	,-9
0.456795,	,36,	,0.10365927926024662,	,-9
0.456795,	,36,	,0.10365927926024662,	,-9
0.456795,	,36,	,0.10365927926024662,	,-9
0.456795,	,36,	,0.10365927926024662,	,-9
0.456795,	,36,	,0.10365927926024662,	,-9
0.4647321875,	,37,	,0.09466394209861755,	,-9
0.4647321875,	,37,	,0.09466394209861755,	,-8
0.4647321875,	,37,	,0.09466394209861755,	,-8
0.4647321875,	,37,	,0.09466394209861755,	,-8
0.4647321875,	,37,	,0.09466394209861755,	,-9
0.4647321875,	,37,	,0.09466394209861755,	,-9
0.4647321875,	,37,	,0.09466394209861755,	,-9
0.4647321875,	,37,	,0.09466394209861755,	,-9
0.4726559375,	,37,	,0.09466394209861755,	,-9
0.4726559375,	,37,	,0.09466394209861755,	,-9
0.4726559375,	,37,	,0.09466394209861755,	,-9
0.4726559375,	,37,	,0.09476297998428344,	,-9
0.4726559375,	,37,	,0.09476297998428344,	,-9
0.4726559375,	,37,	,0.09476297998428344,	,-9
0.4726559375,	,37,	,0.09476297998428344,	,-10
0.4726559375,	,37,	,0.09476297998428344,	,-10
0.4726559375,	,37,	,0.09476297998428344,	,-10
0.480755,	,38,	,0.09476297998428344,	,-9
0.480755,	,38,	,0.09476297998428344,	,-9
0.480755,	,38,	,0.09476297998428344,	,-9
0.480755,	,38,	,0.09476297998428344,	,-9
0.480755,	,38,	,0.09476297998428344,	,-9
0.480755,	,38,	,0.09486195993423462,	,-9
0.480755,	,38,	,0.09486195993423462,	,-9
0.480755,	,38,	,0.09486195993423462,	,-10
0.48914,	,38,	,0.09486195993423462,	,-10
0.48914,	,38,	,0.09486195993423462,	,-10
0.48914,	,38,	,0.09486195993423462,	,-10
0.48914,	,38,	,0.09486195993423462,	,-10
0.48914,	,38,	,0.09486195993423462,	,-10
0.48914,	,38,	,0.09486195993423462,	,-10
0.48914,	,38,	,0.09486195993423462,	,-10
0.48914,	,38,	,0.09486195993423462,	,-10
0.496876875,	,39,	,0.09496096992492675,	,-9
0.496876875,	,39,	,0.09496096992492675,	,-9
0.496876875,	,39,	,0.09496096992492675,	,-10
0.496876875,	,39,	,0.09496096992492675,	,-10
0.496876875,	,39,	,0.09496096992492675,	,-10
0.496876875,	,39,	,0.09496096992492675,	,-10
0.496876875,	,39,	,0.09496096992492675,	,-10
0.5046540625,	,40,	,0.09496096992492675,	,-10
0.5046540625,	,40,	,0.09496096992492675,	,-9
0.5046540625,	,40,	,0.09496096992492675,	,-9
0.5046540625,	,40,	,0.09505097842216491,	,-9
0.5046540625,	,40,	,0.09505097842216491,	,-9
0.5046540625,	,40,	,0.09505097842216491,	,-10
0.5046540625,	,40,	,0.09505097842216491,	,-10
0.5046540625,	,40,	,0.09505097842216491,	,-10
0.5046540625,	,40,	,0.09505097842216491,	,-10
0.5127728125,	,40,	,0.09505097842216491,	,-10
0.5127728125,	,40,	,0.09505097842216491,	,-10
0.5127728125,	,40,	,0.09505097842216491,	,-10
0.5127728125,	,40,	,0.09505097842216491,	,-10
0.5127728125,	,40,	,0.09505097842216491,	,-10
0.5127728125,	,40,	,0.11425273317917163,	,-10
0.5127728125,	,40,	,0.11425273317917163,	,-11
0.5127728125,	,40,	,0.11425273317917163,	,-11
0.520778125,	,41,	,0.11425273317917163,	,-10
0.520778125,	,41,	,0.11425273317917163,	,-10
0.520778125,	,41,	,0.11425273317917163,	,-10
0.520778125,	,41,	,0.11425273317917163,	,-10
0.520778125,	,41,	,0.11425273317917163,	,-10
0.520778125,	,41,	,0.11425273317917163,	,-10
0.520778125,	,41,	,0.11425273317917163,	,-10
0.520778125,	,41,	,0.11425273317917163,	,-10
0.528825,	,42,	,0.08616839284889202,	,-9
0.528825,	,42,	,0.08616839284889202,	,-10
0.528825,	,42,	,0.08616839284889202,	,-10
0.528825,	,42,	,0.08616839284889202,	,-10
0.528825,	,42,	,0.08616839284889202,	,-10
0.528825,	,42,	,0.08616839284889202,	,-10
0.528825,	,42,	,0.08616839284889202,	,-10
0.528825,	,42,	,0.08616839284889202,	,-10
0.5371390625,	,42,	,0.08616839284889202,	,-10
0.5371390625,	,42,	,0.08616839284889202,	,-10
0.5371390625,	,42,	,0.1153580824161462,	,-10
0.5371390625,	,42,	,0.1153580824161462,	,-11
