Time,	,Position,	,AnalogVolt,	,Error
0,	,0,	,0.0,	,0
0,	,0,	,0.0,	,0
0,	,0,	,0.0,	,0
0,	,0,	,0.0,	,0
0,	,0,	,0.0,	,0
0,	,0,	,0.0,	,-1
0.0074959375,	,0,	,0.0,	,-1
0.0074959375,	,0,	,0.0,	,-1
0.0074959375,	,0,	,0.0,	,-1
0.0074959375,	,0,	,0.0,	,-1
0.0074959375,	,0,	,0.0,	,-2
0.0074959375,	,0,	,0.056538571570979454,	,-2
0.0074959375,	,0,	,0.056538571570979454,	,-2
0.0074959375,	,0,	,0.056538571570979454,	,-2
0.0154528125,	,0,	,0.056538571570979454,	,-2
0.0154528125,	,0,	,0.056538571570979454,	,-3
0.0154528125,	,0,	,0.056538571570979454,	,-3
0.0154528125,	,0,	,0.056538571570979454,	,-3
0.0154528125,	,0,	,0.056538571570979454,	,-3
0.0154528125,	,0,	,0.056538571570979454,	,-3
0.0154528125,	,0,	,0.056538571570979454,	,-4
0.0154528125,	,0,	,0.08004956436469995,	,-4
0.023456875,	,0,	,0.08004956436469995,	,-4
0.023456875,	,0,	,0.08004956436469995,	,-4
0.023456875,	,0,	,0.08004956436469995,	,-4
0.023456875,	,0,	,0.08004956436469995,	,-5
0.023456875,	,0,	,0.08004956436469995,	,-5
0.023456875,	,0,	,0.08004956436469995,	,-5
0.023456875,	,0,	,0.08004956436469995,	,-5
0.023456875,	,0,	,0.08004956436469995,	,-5
0.0314578125,	,0,	,0.08004956436469995,	,-6
0.0314578125,	,0,	,0.08004956436469995,	,-6
0.0314578125,	,0,	,0.09649182716682125,	,-6
0.0314578125,	,0,	,0.09649182716682125,	,-6
0.0314578125,	,0,	,0.09649182716682125,	,-6
0.0314578125,	,0,	,0.09649182716682125,	,-7
0.0314578125,	,0,	,0.09649182716682125,	,-7
0.0314578125,	,0,	,0.09649182716682125,	,-7
0.0394528125,	,0,	,0.09649182716682125,	,-7
0.0394528125,	,0,	,0.09649182716682125,	,-7
0.0394528125,	,0,	,0.09649182716682125,	,-8
0.0394528125,	,0,	,0.09649182716682125,	,-8
0.0394528125,	,0,	,0.09649182716682125,	,-8
0.0394528125,	,0,	,0.11658297184403635,	,-8
0.0394528125,	,0,	,0.11658297184403635,	,-8
0.0394528125,	,0,	,0.11658297184403635,	,-9
0.047276875,	,0,	,0.11658297184403635,	,-9
0.047276875,	,0,	,0.11658297184403635,	,-9
0.047276875,	,0,	,0.11658297184403635,	,-9
0.047276875,	,0,	,0.11658297184403635,	,-9
0.047276875,	,0,	,0.11658297184403635,	,-10
0.047276875,	,0,	,0.11658297184403635,	,-10
0.047276875,	,0,	,0.11658297184403635,	,-10
0.047276875,	,0,	,0.11658297184403635,	,-10
0.0553228125,	,0,	,0.13670868682206974,	,-10
0.0553228125,	,0,	,0.13670868682206974,	,-11
0.0553228125,	,0,	,0.13670868682206974,	,-11
0.0553228125,	,0,	,0.13670868682206974,	,-11
0.0553228125,	,0,	,0.13670868682206974,	,-11
0.0553228125,	,0,	,0.13670868682206974,	,-12
0.0553228125,	,0,	,0.13670868682206974,	,-12
0.0553228125,	,0,	,0.13670868682206974,	,-12
0.06334,	,0,	,0.13670868682206974,	,-12
0.06334,	,0,	,0.13670868682206974,	,-12
0.06334,	,0,	,0.1904145440796816,	,-13
0.06334,	,0,	,0.1904145440796816,	,-13
0.06334,	,0,	,0.1904145440796816,	,-13
0.06334,	,0,	,0.1904145440796816,	,-13
0.06334,	,0,	,0.1904145440796816,	,-13
0.06334,	,0,	,0.1904145440796816,	,-14
0.071495,	,0,	,0.1904145440796816,	,-14
0.071495,	,0,	,0.1904145440796816,	,-14
0.071495,	,0,	,0.1904145440796816,	,-14
0.071495,	,0,	,0.1904145440796816,	,-14
0.071495,	,0,	,0.19059838176762733,	,-15
0.071495,	,0,	,0.19059838176762733,	,-15
0.071495,	,0,	,0.19059838176762733,	,-15
0.071495,	,0,	,0.19059838176762733,	,-15
0.0793678125,	,0,	,0.19059838176762733,	,-15
0.0793678125,	,0,	,0.19059838176762733,	,-16
0.0793678125,	,0,	,0.19059838176762733,	,-16
0.0793678125,	,0,	,0.19059838176762733,	,-16
0.0793678125,	,0,	,0.19059838176762733,	,-16
0.0793678125,	,0,	,0.19059838176762733,	,-16
0.0793678125,	,0,	,0.2071827722250164,	,-17
0.0874028125,	,0,	,0.2071827722250164,	,-17
0.0874028125,	,0,	,0.2071827722250164,	,-17
0.0874028125,	,0,	,0.2071827722250164,	,-17
0.0874028125,	,0,	,0.2071827722250164,	,-17
0.0874028125,	,0,	,0.2071827722250164,	,-18
0.0874028125,	,0,	,0.2071827722250164,	,-18
0.0874028125,	,0,	,0.2071827722250164,	,-18
0.0874028125,	,0,	,0.2071827722250164,	,-18
0.0954,	,0,	,0.2071827722250164,	,-18
0.0954,	,0,	,0.23097053933456385,	,-19
0.0954,	,0,	,0.23097053933456385,	,-19
0.0954,	,0,	,0.23097053933456385,	,-19
0.0954,	,0,	,0.23097053933456385,	,-19
0.0954,	,0,	,0.23097053933456385,	,-19
0.0954,	,0,	,0.23097053933456385,	,-20
0.0954,	,0,	,0.23097053933456385,	,-20
0.1034709375,	,0,	,0.23097053933456385,	,-20
0.1034709375,	,0,	,0.23097053933456385,	,-20
0.1034709375,	,0,	,0.23097053933456385,	,-20
0.1034709375,	,0,	,0.23097053933456385,	,-21
0.1034709375,	,0,	,0.24756449202726477,	,-21
0.1034709375,	,0,	,0.24756449202726477,	,-21
0.1034709375,	,0,	,0.24756449202726477,	,-21
0.1034709375,	,0,	,0.24756449202726477,	,-21
0.111431875,	,0,	,0.24756449202726477,	,-22
0.111431875,	,0,	,0.24756449202726477,	,-22
0.111431875,	,0,	,0.24756449202726477,	,-22
0.111431875,	,0,	,0.24756449202726477,	,-22
0.111431875,	,0,	,0.24756449202726477,	,-22
0.111431875,	,0,	,0.24756449202726477,	,-23
0.111431875,	,0,	,0.24756449202726477,	,-23
0.111431875,	,0,	,0.26784341152983987,	,-23
0.1194609375,	,0,	,0.26784341152983987,	,-23
0.1194609375,	,0,	,0.26784341152983987,	,-23
0.1194609375,	,0,	,0.26784341152983987,	,-24
0.1194609375,	,0,	,0.26784341152983987,	,-24
0.1194609375,	,0,	,0.26784341152983987,	,-24
0.1194609375,	,0,	,0.26784341152983987,	,-24
0.1194609375,	,0,	,0.26784341152983987,	,-25
0.1194609375,	,0,	,0.26784341152983987,	,-25
0.127431875,	,0,	,0.26784341152983987,	,-25
0.127431875,	,0,	,0.29171313631424256,	,-25
0.127431875,	,0,	,0.29171313631424256,	,-25
0.127431875,	,0,	,0.29171313631424256,	,-26
0.127431875,	,0,	,0.29171313631424256,	,-26
0.127431875,	,0,	,0.29171313631424256,	,-26
0.127431875,	,0,	,0.29171313631424256,	,-26
0.127431875,	,0,	,0.29171313631424256,	,-26
0.1353709375,	,0,	,0.29171313631424256,	,-27
0.1353709375,	,0,	,0.29171313631424256,	,-27
0.1353709375,	,0,	,0.29171313631424256,	,-27
0.1353709375,	,0,	,0.31197937394177594,	,-27
0.1353709375,	,0,	,0.31197937394177594,	,-27
0.1353709375,	,0,	,0.31197937394177594,	,-28
0.1353709375,	,0,	,0.31197937394177594,	,-28
0.1353709375,	,0,	,0.31197937394177594,	,-28
0.1433259375,	,0,	,0.31197937394177594,	,-28
0.1433259375,	,0,	,0.31197937394177594,	,-28
0.1433259375,	,0,	,0.31197937394177594,	,-29
0.1433259375,	,0,	,0.31197937394177594,	,-29
0.1433259375,	,0,	,0.31197937394177594,	,-29
0.1433259375,	,0,	,0.31197937394177594,	,-29
0.1433259375,	,0,	,0.3286729941695521,	,-29
0.1433259375,	,0,	,0.3286729941695521,	,-30
0.1513128125,	,1,	,0.3286729941695521,	,-30
0.1513128125,	,1,	,0.3286729941695521,	,-29
0.1513128125,	,1,	,0.3286729941695521,	,-29
0.1513128125,	,1,	,0.3286729941695521,	,-29
0.1513128125,	,1,	,0.3286729941695521,	,-30
0.1513128125,	,1,	,0.3286729941695521,	,-30
0.1513128125,	,1,	,0.3286729941695521,	,-30
0.1513128125,	,1,	,0.3286729941695521,	,-30
0.1593859375,	,1,	,0.3286729941695521,	,-30
0.1593859375,	,1,	,0.34901396206315255,	,-31
0.1593859375,	,1,	,0.34901396206315255,	,-31
0.1593859375,	,1,	,0.34901396206315255,	,-31
0.1593859375,	,1,	,0.34901396206315255,	,-31
0.1593859375,	,1,	,0.34901396206315255,	,-31
0.1593859375,	,1,	,0.34901396206315255,	,-32
0.1593859375,	,1,	,0.34901396206315255,	,-32
0.1673478125,	,1,	,0.34901396206315255,	,-32
0.1673478125,	,1,	,0.34901396206315255,	,-32
0.1673478125,	,1,	,0.34901396206315255,	,-32
0.1673478125,	,1,	,0.3729684290062463,	,-33
0.1673478125,	,1,	,0.3729684290062463,	,-33
0.1673478125,	,1,	,0.3729684290062463,	,-33
0.1673478125,	,1,	,0.3729684290062463,	,-33
0.1673478125,	,1,	,0.3729684290062463,	,-33
0.177156875,	,2,	,0.3729684290062463,	,-34
0.177156875,	,2,	,0.3729684290062463,	,-33
0.177156875,	,2,	,0.3729684290062463,	,-33
0.177156875,	,2,	,0.3729684290062463,	,-33
0.177156875,	,2,	,0.3333400402069092,	,-33
0.177156875,	,2,	,0.3333400402069092,	,-34
0.183373125,	,2,	,0.3333400402069092,	,-34
0.183373125,	,2,	,0.3333400402069092,	,-34
0.183373125,	,2,	,0.3333400402069092,	,-34
0.183373125,	,2,	,0.3333400402069092,	,-34
0.183373125,	,2,	,0.3333400402069092,	,-35
0.183373125,	,2,	,0.3333400402069092,	,-35
0.183373125,	,2,	,0.3333400402069092,	,-35
0.183373125,	,2,	,0.3333400402069092,	,-35
0.1913040625,	,3,	,0.39367873731556446,	,-35
0.1913040625,	,3,	,0.39367873731556446,	,-35
0.1913040625,	,3,	,0.39367873731556446,	,-35
0.1913040625,	,3,	,0.39367873731556446,	,-35
0.1913040625,	,3,	,0.39367873731556446,	,-35
0.1913040625,	,3,	,0.39367873731556446,	,-35
0.1913040625,	,3,	,0.39367873731556446,	,-36
0.1913040625,	,3,	,0.39367873731556446,	,-36
0.1993640625,	,4,	,0.39367873731556446,	,-36
0.1993640625,	,4,	,0.39367873731556446,	,-35
0.1993640625,	,4,	,0.39367873731556446,	,-36
0.1993640625,	,4,	,0.38229047875310396,	,-36
0.1993640625,	,4,	,0.38229047875310396,	,-36
0.1993640625,	,4,	,0.38229047875310396,	,-36
0.1993640625,	,4,	,0.38229047875310396,	,-36
0.1993640625,	,4,	,0.38229047875310396,	,-37
0.207335,	,5,	,0.38229047875310396,	,-37
0.207335,	,5,	,0.38229047875310396,	,-36
0.207335,	,5,	,0.38229047875310396,	,-36
0.207335,	,5,	,0.38229047875310396,	,-36
0.207335,	,5,	,0.38229047875310396,	,-37
0.207335,	,5,	,0.38229047875310396,	,-37
0.207335,	,5,	,0.39268731299334464,	,-37
0.207335,	,5,	,0.39268731299334464,	,-37
0.2152259375,	,6,	,0.39268731299334464,	,-37
0.2152259375,	,6,	,0.39268731299334464,	,-37
0.2152259375,	,6,	,0.39268731299334464,	,-37
0.2152259375,	,6,	,0.39268731299334464,	,-37
0.2152259375,	,6,	,0.39268731299334464,	,-37
0.2152259375,	,6,	,0.39268731299334464,	,-37
0.2152259375,	,6,	,0.39268731299334464,	,-38
0.2152259375,	,6,	,0.39268731299334464,	,-38
0.2232728125,	,7,	,0.39268731299334464,	,-38
0.2232728125,	,7,	,0.3748993067741394,	,-37
0.2232728125,	,7,	,0.3748993067741394,	,-37
0.2232728125,	,7,	,0.3748993067741394,	,-38
0.2232728125,	,7,	,0.3748993067741394,	,-38
0.2232728125,	,7,	,0.3748993067741394,	,-38
0.2232728125,	,7,	,0.3748993067741394,	,-38
0.2232728125,	,7,	,0.3748993067741394,	,-38
0.2313459375,	,9,	,0.3748993067741394,	,-39
0.2313459375,	,9,	,0.3748993067741394,	,-37
0.2313459375,	,9,	,0.3748993067741394,	,-37
0.2313459375,	,9,	,0.3748993067741394,	,-37
0.2313459375,	,9,	,0.3753063390254974,	,-37
0.2313459375,	,9,	,0.3753063390254974,	,-38
0.2313459375,	,9,	,0.3753063390254974,	,-38
0.2313459375,	,9,	,0.3753063390254974,	,-38
0.2393490625,	,10,	,0.3753063390254974,	,-38
0.2393490625,	,10,	,0.3753063390254974,	,-37
0.2393490625,	,10,	,0.3753063390254974,	,-38
0.2393490625,	,10,	,0.3753063390254974,	,-38
0.2393490625,	,10,	,0.3753063390254974,	,-38
0.2393490625,	,10,	,0.3753063390254974,	,-38
0.2393490625,	,10,	,0.3753063390254974,	,-38
0.2393490625,	,10,	,0.4320953493767083,	,-39
0.247346875,	,12,	,0.4320953493767083,	,-39
0.247346875,	,12,	,0.4320953493767083,	,-37
0.247346875,	,12,	,0.4320953493767083,	,-37
0.247346875,	,12,	,0.4320953493767083,	,-37
0.247346875,	,12,	,0.4320953493767083,	,-38
0.247346875,	,12,	,0.4320953493767083,	,-38
0.247346875,	,12,	,0.4320953493767083,	,-38
0.247346875,	,12,	,0.4320953493767083,	,-38
0.2553459375,	,14,	,0.4320953493767083,	,-38
0.2553459375,	,14,	,0.3361130423446926,	,-37
0.2553459375,	,14,	,0.3361130423446926,	,-37
0.2553459375,	,14,	,0.3361130423446926,	,-37
0.2553459375,	,14,	,0.3361130423446926,	,-37
0.2553459375,	,14,	,0.3361130423446926,	,-37
0.2553459375,	,14,	,0.3361130423446926,	,-38
0.2553459375,	,14,	,0.3361130423446926,	,-38
0.2632521875,	,15,	,0.3361130423446926,	,-38
0.2632521875,	,15,	,0.3361130423446926,	,-37
0.2632521875,	,15,	,0.3361130423446926,	,-37
0.2632521875,	,15,	,0.3361130423446926,	,-38
0.2632521875,	,15,	,0.40471156577506706,	,-38
0.2632521875,	,15,	,0.40471156577506706,	,-38
0.2632521875,	,15,	,0.40471156577506706,	,-38
0.2632521875,	,15,	,0.40471156577506706,	,-38
0.271348125,	,17,	,0.40471156577506706,	,-39
0.271348125,	,17,	,0.40471156577506706,	,-37
0.271348125,	,17,	,0.40471156577506706,	,-37
0.271348125,	,17,	,0.40471156577506706,	,-37
0.271348125,	,17,	,0.40471156577506706,	,-37
0.271348125,	,17,	,0.40471156577506706,	,-38
0.271348125,	,17,	,0.3869033403396607,	,-38
0.271348125,	,17,	,0.3869033403396607,	,-38
0.279406875,	,19,	,0.3869033403396607,	,-38
0.279406875,	,19,	,0.3869033403396607,	,-36
0.279406875,	,19,	,0.3869033403396607,	,-37
0.279406875,	,19,	,0.3869033403396607,	,-37
0.279406875,	,19,	,0.3869033403396607,	,-37
0.279406875,	,19,	,0.3869033403396607,	,-37
0.279406875,	,19,	,0.3869033403396607,	,-37
0.279406875,	,19,	,0.3869033403396607,	,-38
0.28739875,	,21,	,0.3869033403396607,	,-38
0.28739875,	,21,	,0.33093542989418334,	,-36
0.28739875,	,21,	,0.33093542989418334,	,-36
0.28739875,	,21,	,0.33093542989418334,	,-36
0.28739875,	,21,	,0.33093542989418334,	,-37
0.28739875,	,21,	,0.33093542989418334,	,-37
0.28739875,	,21,	,0.33093542989418334,	,-37
0.28739875,	,21,	,0.33093542989418334,	,-37
0.2953409375,	,24,	,0.33093542989418334,	,-37
0.2953409375,	,24,	,0.33093542989418334,	,-35
0.2953409375,	,24,	,0.33093542989418334,	,-35
0.2953409375,	,24,	,0.33093542989418334,	,-35
0.2953409375,	,24,	,0.33950439271067084,	,-35
0.2953409375,	,24,	,0.33950439271067084,	,-35
0.2953409375,	,24,	,0.33950439271067084,	,-36
0.2953409375,	,24,	,0.33950439271067084,	,-36
0.303255,	,26,	,0.33950439271067084,	,-36
0.303255,	,26,	,0.33950439271067084,	,-34
0.303255,	,26,	,0.33950439271067084,	,-34
0.303255,	,26,	,0.33950439271067084,	,-35
0.303255,	,26,	,0.33950439271067084,	,-35
0.303255,	,26,	,0.33950439271067084,	,-35
0.303255,	,26,	,0.33950439271067084,	,-35
0.303255,	,26,	,0.3580693066120148,	,-35
0.311236875,	,28,	,0.3580693066120148,	,-36
0.311236875,	,28,	,0.3580693066120148,	,-34
0.311236875,	,28,	,0.3580693066120148,	,-34
0.311236875,	,28,	,0.3580693066120148,	,-34
0.311236875,	,28,	,0.3580693066120148,	,-34
0.311236875,	,28,	,0.3580693066120148,	,-35
0.311236875,	,28,	,0.3580693066120148,	,-35
0.311236875,	,28,	,0.3580693066120148,	,-35
0.3193259375,	,31,	,0.3580693066120148,	,-35
0.3193259375,	,31,	,0.2684007520527292,	,-32
0.3193259375,	,31,	,0.2684007520527292,	,-33
0.3193259375,	,31,	,0.2684007520527292,	,-33
0.3193259375,	,31,	,0.2684007520527292,	,-33
0.3193259375,	,31,	,0.2684007520527292,	,-33
0.3193259375,	,31,	,0.2684007520527292,	,-33
0.3193259375,	,31,	,0.2684007520527292,	,-34
0.327286875,	,33,	,0.2684007520527292,	,-34
0.327286875,	,33,	,0.2684007520527292,	,-32
0.327286875,	,33,	,0.2684007520527292,	,-32
0.327286875,	,33,	,0.2684007520527292,	,-32
0.327286875,	,33,	,0.35693547711387674,	,-33
0.327286875,	,33,	,0.35693547711387674,	,-33
0.327286875,	,33,	,0.35693547711387674,	,-33
0.327286875,	,33,	,0.35693547711387674,	,-33
0.3352259375,	,36,	,0.35693547711387674,	,-33
0.3352259375,	,36,	,0.35693547711387674,	,-31
0.3352259375,	,36,	,0.35693547711387674,	,-31
0.3352259375,	,36,	,0.35693547711387674,	,-31
0.3352259375,	,36,	,0.35693547711387674,	,-31
0.3352259375,	,36,	,0.35693547711387674,	,-31
0.3352259375,	,36,	,0.35693547711387674,	,-32
0.3352259375,	,36,	,0.31092077766211884,	,-32
0.343326875,	,39,	,0.31092077766211884,	,-32
0.343326875,	,39,	,0.31092077766211884,	,-29
0.343326875,	,39,	,0.31092077766211884,	,-29
0.343326875,	,39,	,0.31092077766211884,	,-30
0.343326875,	,39,	,0.31092077766211884,	,-30
0.343326875,	,39,	,0.31092077766211884,	,-30
0.343326875,	,39,	,0.31092077766211884,	,-30
0.343326875,	,39,	,0.31092077766211884,	,-30
0.343326875,	,39,	,0.31092077766211884,	,-31
0.352083125,	,42,	,0.2994283216085764,	,-31
0.352083125,	,42,	,0.2994283216085764,	,-28
0.352083125,	,42,	,0.2994283216085764,	,-28
0.352083125,	,42,	,0.2994283216085764,	,-28
0.352083125,	,42,	,0.2994283216085764,	,-29
0.352083125,	,42,	,0.2994283216085764,	,-29
0.352083125,	,42,	,0.2994283216085764,	,-29
0.3593140625,	,45,	,0.2994283216085764,	,-29
0.3593140625,	,45,	,0.2994283216085764,	,-26
0.3593140625,	,45,	,0.2994283216085764,	,-27
0.3593140625,	,45,	,0.2994283216085764,	,-27
0.3593140625,	,45,	,0.20695045123619762,	,-27
0.3593140625,	,45,	,0.20695045123619762,	,-27
0.3593140625,	,45,	,0.20695045123619762,	,-27
0.3593140625,	,45,	,0.20695045123619762,	,-28
0.36735,	,48,	,0.20695045123619762,	,-28
0.36735,	,48,	,0.20695045123619762,	,-25
0.36735,	,48,	,0.20695045123619762,	,-25
0.36735,	,48,	,0.20695045123619762,	,-25
0.36735,	,48,	,0.20695045123619762,	,-26
0.36735,	,48,	,0.20695045123619762,	,-26
0.36735,	,48,	,0.20695045123619762,	,-26
0.36735,	,48,	,0.2518158289324835,	,-26
0.375263125,	,51,	,0.2518158289324835,	,-26
0.375263125,	,51,	,0.2518158289324835,	,-24
0.375263125,	,51,	,0.2518158289324835,	,-24
0.375263125,	,51,	,0.2518158289324835,	,-24
0.375263125,	,51,	,0.2518158289324835,	,-24
0.375263125,	,51,	,0.2518158289324835,	,-24
0.375263125,	,51,	,0.2518158289324835,	,-25
0.375263125,	,51,	,0.2518158289324835,	,-25
0.3832459375,	,54,	,0.2518158289324835,	,-25
0.3832459375,	,54,	,0.2518158289324835,	,-22
0.3832459375,	,54,	,0.1574989169049122,	,-22
0.3832459375,	,54,	,0.1574989169049122,	,-23
0.3832459375,	,54,	,0.1574989169049122,	,-23
0.3832459375,	,54,	,0.1574989169049122,	,-23
0.3832459375,	,54,	,0.1574989169049122,	,-23
0.3832459375,	,54,	,0.1574989169049122,	,-23
0.391286875,	,57,	,0.1574989169049122,	,-24
0.391286875,	,57,	,0.1574989169049122,	,-21
0.391286875,	,57,	,0.1574989169049122,	,-21
0.391286875,	,57,	,0.1574989169049122,	,-21
0.391286875,	,57,	,0.1574989169049122,	,-21
0.391286875,	,57,	,0.20228838936649476,	,-21
0.391286875,	,57,	,0.20228838936649476,	,-22
0.391286875,	,57,	,0.20228838936649476,	,-22
0.399305,	,60,	,0.20228838936649476,	,-22
0.399305,	,60,	,0.20228838936649476,	,-19
0.399305,	,60,	,0.20228838936649476,	,-19
0.399305,	,60,	,0.20228838936649476,	,-20
0.399305,	,60,	,0.20228838936649476,	,-20
0.399305,	,60,	,0.20228838936649476,	,-20
0.399305,	,60,	,0.20228838936649476,	,-20
0.399305,	,60,	,0.19067225009258118,	,-20
0.40734375,	,63,	,0.19067225009258118,	,-21
0.40734375,	,63,	,0.19067225009258118,	,-18
0.40734375,	,63,	,0.19067225009258118,	,-18
0.40734375,	,63,	,0.19067225009258118,	,-18
0.40734375,	,63,	,0.19067225009258118,	,-18
0.40734375,	,63,	,0.19067225009258118,	,-19
0.40734375,	,63,	,0.19067225009258118,	,-19
0.40734375,	,63,	,0.19067225009258118,	,-19
0.4152328125,	,66,	,0.19067225009258118,	,-19
0.4152328125,	,66,	,0.19067225009258118,	,-16
0.4152328125,	,66,	,0.12629251181366918,	,-17
0.4152328125,	,66,	,0.12629251181366918,	,-17
0.4152328125,	,66,	,0.12629251181366918,	,-17
0.4152328125,	,66,	,0.12629251181366918,	,-17
0.4152328125,	,66,	,0.12629251181366918,	,-17
0.4152328125,	,66,	,0.12629251181366918,	,-18
0.4233328125,	,69,	,0.12629251181366918,	,-18
0.4233328125,	,69,	,0.12629251181366918,	,-15
0.4233328125,	,69,	,0.12629251181366918,	,-15
0.4233328125,	,69,	,0.12629251181366918,	,-15
0.4233328125,	,69,	,0.15101919895465699,	,-16
0.4233328125,	,69,	,0.15101919895465699,	,-16
0.4233328125,	,69,	,0.15101919895465699,	,-16
0.4233328125,	,69,	,0.15101919895465699,	,-16
0.431265,	,72,	,0.15101919895465699,	,-16
0.431265,	,72,	,0.15101919895465699,	,-14
0.431265,	,72,	,0.15101919895465699,	,-14
0.431265,	,72,	,0.15101919895465699,	,-14
0.431265,	,72,	,0.15101919895465699,	,-14
0.431265,	,72,	,0.15101919895465699,	,-14
0.431265,	,72,	,0.14116921311672057,	,-15
0.431265,	,72,	,0.14116921311672057,	,-15
0.439245,	,75,	,0.14116921311672057,	,-15
0.439245,	,75,	,0.14116921311672057,	,-12
0.439245,	,75,	,0.14116921311672057,	,-12
0.439245,	,75,	,0.14116921311672057,	,-13
0.439245,	,75,	,0.14116921311672057,	,-13
0.439245,	,75,	,0.14116921311672057,	,-13
0.439245,	,75,	,0.14116921311672057,	,-13
0.439245,	,75,	,0.14116921311672057,	,-13
0.447335,	,78,	,0.13131354617916127,	,-14
0.447335,	,78,	,0.13131354617916127,	,-11
0.447335,	,78,	,0.13131354617916127,	,-11
0.447335,	,78,	,0.13131354617916127,	,-11
0.447335,	,78,	,0.13131354617916127,	,-11
0.447335,	,78,	,0.13131354617916127,	,-12
0.447335,	,78,	,0.13131354617916127,	,-12
0.447335,	,78,	,0.13131354617916127,	,-12
0.4554109375,	,80,	,0.13131354617916127,	,-12
0.4554109375,	,80,	,0.13131354617916127,	,-10
0.4554109375,	,80,	,0.031447376310326514,	,-10
0.4554109375,	,80,	,0.031447376310326514,	,-11
0.4554109375,	,80,	,0.031447376310326514,	,-11
0.4554109375,	,80,	,0.031447376310326514,	,-11
0.4554109375,	,80,	,0.031447376310326514,	,-11
0.4554109375,	,80,	,0.031447376310326514,	,-11
0.46328,	,83,	,0.031447376310326514,	,-12
0.46328,	,83,	,0.031447376310326514,	,-9
0.46328,	,83,	,0.031447376310326514,	,-9
0.46328,	,83,	,0.031447376310326514,	,-9
0.46328,	,83,	,0.031447376310326514,	,-9
0.46328,	,83,	,0.1115173387527466,	,-10
0.46328,	,83,	,0.1115173387527466,	,-10
0.46328,	,83,	,0.1115173387527466,	,-10
0.471268125,	,86,	,0.1115173387527466,	,-10
0.471268125,	,86,	,0.1115173387527466,	,-7
0.471268125,	,86,	,0.1115173387527466,	,-8
0.471268125,	,86,	,0.1115173387527466,	,-8
0.471268125,	,86,	,0.1115173387527466,	,-8
0.471268125,	,86,	,0.1115173387527466,	,-8
0.471268125,	,86,	,0.1115173387527466,	,-8
0.471268125,	,86,	,0.1115173387527466,	,-9
0.4792859375,	,88,	,0.08343794966387158,	,-9
0.4792859375,	,88,	,0.08343794966387158,	,-7
0.4792859375,	,88,	,0.08343794966387158,	,-7
0.4792859375,	,88,	,0.08343794966387158,	,-7
0.4792859375,	,88,	,0.08343794966387158,	,-8
0.4792859375,	,88,	,0.08343794966387158,	,-8
0.4792859375,	,88,	,0.08343794966387158,	,-8
0.4792859375,	,88,	,0.08343794966387158,	,-8
0.4872790625,	,91,	,0.08343794966387158,	,-8
0.4872790625,	,91,	,0.08343794966387158,	,-6
0.4872790625,	,91,	,0.08343794966387158,	,-6
0.4872790625,	,91,	,0.017131760428907017,	,-6
0.4872790625,	,91,	,0.017131760428907017,	,-6
0.4872790625,	,91,	,0.017131760428907017,	,-6
0.4872790625,	,91,	,0.017131760428907017,	,-6
0.4872790625,	,91,	,0.017131760428907017,	,-7
0.495318125,	,93,	,0.017131760428907017,	,-7
0.495318125,	,93,	,0.017131760428907017,	,-5
0.495318125,	,93,	,0.017131760428907017,	,-5
0.495318125,	,93,	,0.017131760428907017,	,-5
0.495318125,	,93,	,0.017131760428907017,	,-6
0.495318125,	,93,	,0.017131760428907017,	,-6
0.495318125,	,93,	,0.07174835634231568,	,-6
0.495318125,	,93,	,0.07174835634231568,	,-6
0.503316875,	,95,	,0.07174835634231568,	,-6
0.503316875,	,95,	,0.07174835634231568,	,-5
0.503316875,	,95,	,0.07174835634231568,	,-5
0.503316875,	,95,	,0.07174835634231568,	,-5
0.503316875,	,95,	,0.07174835634231568,	,-5
0.503316875,	,95,	,0.07174835634231568,	,-5
0.503316875,	,95,	,0.07174835634231568,	,-6
0.503316875,	,95,	,0.07174835634231568,	,-6
0.511286875,	,97,	,0.07174835634231568,	,-6
0.511286875,	,97,	,0.015429237630286773,	,-4
0.511286875,	,97,	,0.015429237630286773,	,-4
0.511286875,	,97,	,0.015429237630286773,	,-5
0.511286875,	,97,	,0.015429237630286773,	,-5
0.511286875,	,97,	,0.015429237630286773,	,-5
0.511286875,	,97,	,0.015429237630286773,	,-5
0.511286875,	,97,	,0.015429237630286773,	,-5
0.5192859375,	,99,	,0.015429237630286773,	,-6
0.5192859375,	,99,	,0.015429237630286773,	,-4
0.5192859375,	,99,	,0.015429237630286773,	,-4
0.5192859375,	,99,	,0.015429237630286773,	,-4
0.5192859375,	,99,	,0.051836356639862066,	,-4
0.5192859375,	,99,	,0.051836356639862066,	,-4
0.5192859375,	,99,	,0.051836356639862066,	,-5
0.5192859375,	,99,	,0.051836356639862066,	,-5
0.527341875,	,101,	,0.051836356639862066,	,-5
0.527341875,	,101,	,0.051836356639862066,	,-3
0.527341875,	,101,	,0.051836356639862066,	,-3
0.527341875,	,101,	,0.051836356639862066,	,-4
0.527341875,	,101,	,0.051836356639862066,	,-4
0.527341875,	,101,	,0.051836356639862066,	,-4
0.527341875,	,101,	,0.051876384258270264,	,-4
0.527341875,	,101,	,0.051876384258270264,	,-4
0.5353571875,	,103,	,0.051876384258270264,	,-5
0.5353571875,	,103,	,0.051876384258270264,	,-3
