Time,	,Position,	,Error
105901.0,	,1,	,6
106003.0,	,0,	,6
106096.0,	,0,	,5
106189.0,	,0,	,5
106286.0,	,0,	,6
106391.0,	,0,	,6
106476.0,	,0,	,6
106580.0,	,0,	,6
106681.0,	,0,	,6
106780.0,	,0,	,6
106879.0,	,-1,	,5
106974.0,	,-1,	,5
107099.0,	,-1,	,5
107208.0,	,-1,	,6
107308.0,	,-1,	,6
107409.0,	,-1,	,6
107501.0,	,-1,	,6
107603.0,	,-2,	,6
107699.0,	,-2,	,5
107807.0,	,-2,	,5
107885.0,	,-2,	,5
108007.0,	,-2,	,5
108103.0,	,-2,	,6
108201.0,	,-2,	,6
108290.0,	,-2,	,6
108385.0,	,-2,	,6
108485.0,	,-3,	,5
108588.0,	,-3,	,5
108682.0,	,-3,	,5
108773.0,	,-3,	,5
108882.0,	,-3,	,5
108983.0,	,-3,	,6
109085.0,	,-3,	,6
109192.0,	,-3,	,6
109286.0,	,-4,	,6
109392.0,	,-4,	,5
109484.0,	,-4,	,5
109585.0,	,-4,	,5
109689.0,	,-4,	,5
109807.0,	,-4,	,5
109901.0,	,-4,	,6
110005.0,	,-4,	,6
110105.0,	,-4,	,6
110209.0,	,-4,	,6
110300.0,	,-4,	,6
110407.0,	,-4,	,6
110486.0,	,-4,	,6
110584.0,	,-4,	,6
110682.0,	,-4,	,6
110803.0,	,-5,	,7
110917.0,	,-5,	,6
111014.0,	,-5,	,6
111106.0,	,-5,	,6
111213.0,	,-5,	,6
111315.0,	,-5,	,6
111415.0,	,-5,	,6
111507.0,	,-5,	,6
111600.0,	,-5,	,6
111710.0,	,-6,	,5
111818.0,	,-6,	,6
111891.0,	,-6,	,6
112001.0,	,-6,	,6
112113.0,	,-6,	,6
112217.0,	,-6,	,6
112301.0,	,-6,	,6
112406.0,	,-6,	,6
112486.0,	,-7,	,6
112593.0,	,-7,	,5
112684.0,	,-7,	,6
112812.0,	,-7,	,6
112915.0,	,-7,	,6
113016.0,	,-7,	,6
113106.0,	,-7,	,6
113198.0,	,-7,	,6
113311.0,	,-8,	,5
113415.0,	,-8,	,5
113495.0,	,-8,	,5
113609.0,	,-8,	,5
113700.0,	,-8,	,6
113810.0,	,-8,	,6
113905.0,	,-8,	,6
114011.0,	,-9,	,6
114115.0,	,-9,	,5
114214.0,	,-9,	,5
114313.0,	,-9,	,5
114415.0,	,-9,	,5
114510.0,	,-9,	,5
114618.0,	,-9,	,6
114708.0,	,-9,	,6
114797.0,	,-9,	,6
114910.0,	,-10,	,5
115008.0,	,-10,	,5
115082.0,	,-10,	,5
115179.0,	,-10,	,5
115283.0,	,-10,	,5
115370.0,	,-10,	,5
115487.0,	,-10,	,5
115593.0,	,-10,	,6
115690.0,	,-11,	,6
115788.0,	,-11,	,5
115996.0,	,-11,	,5
116104.0,	,-11,	,5
116209.0,	,-11,	,5
116306.0,	,-11,	,5
116407.0,	,-12,	,5
116508.0,	,-12,	,4
116603.0,	,-12,	,4
116695.0,	,-12,	,5
116808.0,	,-12,	,5
116893.0,	,-12,	,5
116999.0,	,-12,	,5
117095.0,	,-12,	,5
117196.0,	,-12,	,5
117308.0,	,-13,	,4
117406.0,	,-13,	,4
117494.0,	,-13,	,4
117604.0,	,-13,	,4
117703.0,	,-13,	,5
117799.0,	,-13,	,5
117888.0,	,-13,	,5
117994.0,	,-13,	,5
118076.0,	,-14,	,4
118174.0,	,-14,	,4
118294.0,	,-14,	,4
118403.0,	,-14,	,4
118505.0,	,-14,	,4
118609.0,	,-14,	,4
118701.0,	,-14,	,5
118796.0,	,-14,	,5
118911.0,	,-15,	,4
119003.0,	,-15,	,4
119098.0,	,-15,	,4
119203.0,	,-15,	,4
119298.0,	,-15,	,4
119405.0,	,-15,	,4
119484.0,	,-15,	,4
119593.0,	,-15,	,4
119678.0,	,-16,	,3
119775.0,	,-16,	,4
119886.0,	,-16,	,4
119993.0,	,-16,	,4
120094.0,	,-16,	,4
120179.0,	,-16,	,4
120299.0,	,-16,	,4
120395.0,	,-16,	,4
120514.0,	,-17,	,3
120611.0,	,-17,	,3
120696.0,	,-17,	,3
120803.0,	,-17,	,3
120904.0,	,-17,	,4
121012.0,	,-17,	,4
121094.0,	,-17,	,4
121194.0,	,-17,	,4
121300.0,	,-17,	,4
121403.0,	,-17,	,4
121494.0,	,-17,	,4
121612.0,	,-17,	,4
121703.0,	,-17,	,4
121809.0,	,-17,	,4
121887.0,	,-17,	,4
121994.0,	,-17,	,5
122109.0,	,-18,	,4
122202.0,	,-18,	,4
122294.0,	,-18,	,4
122401.0,	,-18,	,4
122503.0,	,-18,	,4
122603.0,	,-18,	,4
122694.0,	,-18,	,4
122797.0,	,-18,	,4
122879.0,	,-19,	,3
122995.0,	,-19,	,3
123108.0,	,-19,	,4
123203.0,	,-19,	,4
123303.0,	,-19,	,4
123403.0,	,-19,	,4
123499.0,	,-19,	,4
123608.0,	,-20,	,4
123703.0,	,-20,	,3
123796.0,	,-20,	,3
123901.0,	,-20,	,3
124003.0,	,-20,	,3
124099.0,	,-20,	,3
124205.0,	,-20,	,3
124286.0,	,-20,	,4
124382.0,	,-20,	,4
124478.0,	,-20,	,4
124595.0,	,-20,	,4
124697.0,	,-20,	,4
124800.0,	,-20,	,4
124897.0,	,-20,	,4
124999.0,	,-20,	,4
125097.0,	,-20,	,4
125204.0,	,-21,	,4
125298.0,	,-21,	,3
125392.0,	,-21,	,3
125493.0,	,-21,	,4
125583.0,	,-21,	,4
125699.0,	,-21,	,4
125791.0,	,-21,	,4
125882.0,	,-21,	,4
125989.0,	,-21,	,4
126074.0,	,-22,	,4
126178.0,	,-22,	,3
126281.0,	,-22,	,3
126388.0,	,-22,	,3
126501.0,	,-22,	,3
126588.0,	,-22,	,3
126692.0,	,-22,	,4
126789.0,	,-22,	,4
126876.0,	,-22,	,4
126976.0,	,-22,	,4
127069.0,	,-22,	,4
127193.0,	,-22,	,4
127300.0,	,-22,	,4
127391.0,	,-22,	,4
127494.0,	,-22,	,4
127594.0,	,-22,	,4
127674.0,	,-23,	,4
127778.0,	,-23,	,3
127894.0,	,-23,	,3
127996.0,	,-23,	,4
128098.0,	,-23,	,4
128209.0,	,-23,	,4
128295.0,	,-23,	,4
128400.0,	,-23,	,4
128479.0,	,-23,	,4
128585.0,	,-23,	,4
128670.0,	,-23,	,4
128798.0,	,-23,	,4
128908.0,	,-23,	,4
129006.0,	,-23,	,4
129091.0,	,-23,	,4
129201.0,	,-23,	,4
129286.0,	,-23,	,4
129383.0,	,-23,	,5
129469.0,	,-23,	,5
129580.0,	,-23,	,5
129667.0,	,-23,	,5
129800.0,	,-23,	,5
129890.0,	,-23,	,5
130005.0,	,-24,	,5
130108.0,	,-24,	,4
130197.0,	,-24,	,4
130293.0,	,-24,	,4
130408.0,	,-24,	,4
130507.0,	,-24,	,4
130595.0,	,-24,	,4
130695.0,	,-24,	,4
130782.0,	,-24,	,4
130895.0,	,-24,	,5
131001.0,	,-24,	,5
131096.0,	,-24,	,5
131199.0,	,-24,	,5
131299.0,	,-24,	,5
131400.0,	,-24,	,5
131488.0,	,-24,	,5
131575.0,	,-24,	,5
131677.0,	,-25,	,4
131777.0,	,-25,	,4
131876.0,	,-25,	,4
131998.0,	,-25,	,4
132079.0,	,-25,	,4
132199.0,	,-25,	,4
132295.0,	,-25,	,4
132394.0,	,-25,	,5
132474.0,	,-25,	,5
132582.0,	,-25,	,5
132666.0,	,-25,	,5
132774.0,	,-25,	,5
132877.0,	,-25,	,5
132974.0,	,-25,	,5
133078.0,	,-25,	,5
133190.0,	,-25,	,5
133280.0,	,-26,	,4
133375.0,	,-26,	,4
133493.0,	,-26,	,4
133597.0,	,-26,	,4
133699.0,	,-26,	,4
133801.0,	,-26,	,4
133894.0,	,-26,	,4
133994.0,	,-26,	,4
134080.0,	,-27,	,5
134182.0,	,-27,	,4
134294.0,	,-27,	,4
134401.0,	,-27,	,4
134500.0,	,-27,	,4
134603.0,	,-27,	,4
134692.0,	,-27,	,4
134803.0,	,-27,	,4
134903.0,	,-27,	,4
135000.0,	,-27,	,4
135094.0,	,-27,	,4
135201.0,	,-27,	,4
135297.0,	,-27,	,4
135396.0,	,-27,	,4
135497.0,	,-27,	,4
135594.0,	,-27,	,4
135676.0,	,-28,	,3
135768.0,	,-28,	,3
135887.0,	,-28,	,4
136004.0,	,-28,	,4
136073.0,	,-28,	,4
136185.0,	,-28,	,4
136274.0,	,-28,	,4
136382.0,	,-28,	,4
136474.0,	,-28,	,4
136583.0,	,-28,	,4
136689.0,	,-28,	,4
136803.0,	,-28,	,4
136906.0,	,-28,	,4
137002.0,	,-28,	,4
137097.0,	,-28,	,4
137206.0,	,-29,	,4
137302.0,	,-29,	,3
137406.0,	,-29,	,3
137496.0,	,-29,	,3
137606.0,	,-29,	,3
137700.0,	,-29,	,3
137795.0,	,-29,	,3
137903.0,	,-29,	,3
138000.0,	,-29,	,4
138100.0,	,-29,	,4
138190.0,	,-29,	,4
138291.0,	,-29,	,4
138401.0,	,-29,	,4
138501.0,	,-29,	,4
138600.0,	,-29,	,4
138694.0,	,-29,	,4
138799.0,	,-29,	,4
138874.0,	,-30,	,4
138982.0,	,-30,	,3
139069.0,	,-30,	,3
139196.0,	,-30,	,3
139303.0,	,-30,	,3
139401.0,	,-30,	,3
139489.0,	,-30,	,3
139595.0,	,-30,	,3
139700.0,	,-30,	,3
139800.0,	,-30,	,3
139893.0,	,-30,	,3
140000.0,	,-30,	,3
140100.0,	,-30,	,3
140199.0,	,-30,	,3
140291.0,	,-30,	,3
140400.0,	,-31,	,4
140500.0,	,-31,	,3
140600.0,	,-31,	,3
140694.0,	,-31,	,3
140800.0,	,-31,	,3
140900.0,	,-31,	,3
140999.0,	,-31,	,3
141083.0,	,-31,	,3
141176.0,	,-31,	,3
141275.0,	,-31,	,3
141398.0,	,-31,	,3
141496.0,	,-31,	,3
141600.0,	,-31,	,3
141701.0,	,-31,	,3
141803.0,	,-31,	,3
141890.0,	,-31,	,3
141994.0,	,-32,	,3
142099.0,	,-32,	,2
142194.0,	,-32,	,2
142294.0,	,-32,	,2
142388.0,	,-32,	,2
142500.0,	,-32,	,2
142602.0,	,-32,	,2
142681.0,	,-32,	,2
142804.0,	,-32,	,2
142884.0,	,-32,	,2
143000.0,	,-32,	,2
143094.0,	,-32,	,2
143200.0,	,-32,	,2
143300.0,	,-32,	,2
143399.0,	,-32,	,2
143494.0,	,-32,	,3
143598.0,	,-32,	,3
143676.0,	,-33,	,3
143772.0,	,-33,	,2
143880.0,	,-33,	,2
144003.0,	,-33,	,2
144109.0,	,-33,	,2
144201.0,	,-33,	,2
144294.0,	,-33,	,2
144405.0,	,-33,	,2
144501.0,	,-33,	,2
144593.0,	,-33,	,2
144693.0,	,-33,	,2
144808.0,	,-33,	,2
144905.0,	,-33,	,2
145006.0,	,-33,	,2
145093.0,	,-33,	,2
145194.0,	,-33,	,2
145275.0,	,-34,	,1
145390.0,	,-34,	,1
145492.0,	,-34,	,1
145608.0,	,-34,	,1
145701.0,	,-34,	,1
145798.0,	,-34,	,1
145890.0,	,-34,	,1
146002.0,	,-34,	,1
146089.0,	,-34,	,1
146208.0,	,-34,	,1
146302.0,	,-34,	,1
146393.0,	,-34,	,1
146506.0,	,-34,	,1
146607.0,	,-34,	,1
146702.0,	,-34,	,1
146802.0,	,-34,	,1
146908.0,	,-35,	,0
146998.0,	,-35,	,0
147092.0,	,-35,	,0
147195.0,	,-35,	,0
147302.0,	,-35,	,0
147405.0,	,-35,	,0
147493.0,	,-35,	,0
147612.0,	,-35,	,0
147706.0,	,-35,	,0
147805.0,	,-35,	,0
147893.0,	,-35,	,0
147995.0,	,-35,	,0
148109.0,	,-35,	,0
148206.0,	,-35,	,0
148293.0,	,-35,	,0
148397.0,	,-35,	,0
148477.0,	,-35,	,0
148582.0,	,-35,	,0
148671.0,	,-35,	,0
148805.0,	,-35,	,0
148907.0,	,-35,	,0
148989.0,	,-35,	,0
149087.0,	,-35,	,0
149225.0,	,-36,	,0
149298.0,	,-36,	,-1
149401.0,	,-36,	,-1
149483.0,	,-36,	,-1
149599.0,	,-36,	,-1
149708.0,	,-36,	,-1
149809.0,	,-36,	,-1
149895.0,	,-36,	,-1
150012.0,	,-36,	,-1
150103.0,	,-36,	,-1
150208.0,	,-36,	,-1
150276.0,	,-36,	,-1
150405.0,	,-36,	,-1
150503.0,	,-36,	,-1
150589.0,	,-36,	,-1
150674.0,	,-36,	,-1
150802.0,	,-36,	,-1
150884.0,	,-36,	,-1
150992.0,	,-36,	,0
151071.0,	,-36,	,-1
151169.0,	,-36,	,-1
151281.0,	,-36,	,-1
151367.0,	,-36,	,-1
151487.0,	,-36,	,-1
151596.0,	,-36,	,-1
151688.0,	,-36,	,-1
151774.0,	,-36,	,-1
151890.0,	,-36,	,-1
152000.0,	,-36,	,-1
152099.0,	,-36,	,-1
152199.0,	,-36,	,-1
152278.0,	,-36,	,-1
152412.0,	,-36,	,-1
152491.0,	,-36,	,-1
152609.0,	,-36,	,-1
152692.0,	,-36,	,-1
152799.0,	,-36,	,-1
152899.0,	,-36,	,-1
153004.0,	,-36,	,-1
153093.0,	,-36,	,-1
153221.0,	,-36,	,-1
153306.0,	,-36,	,-1
153406.0,	,-36,	,-1
153489.0,	,-36,	,-1
153606.0,	,-36,	,-1
153699.0,	,-36,	,-1
153806.0,	,-36,	,-1
153897.0,	,-36,	,-1
153981.0,	,-36,	,-1
154075.0,	,-36,	,-1
154174.0,	,-36,	,-1
154290.0,	,-36,	,-1
154406.0,	,-36,	,-1
154497.0,	,-36,	,-1
154599.0,	,-36,	,-1
154693.0,	,-36,	,-1
154804.0,	,-36,	,-1
154906.0,	,-36,	,-1
155006.0,	,-36,	,-1
155094.0,	,-36,	,-1
155206.0,	,-36,	,-1
155306.0,	,-36,	,-1
155407.0,	,-36,	,-1
155493.0,	,-36,	,-1
155604.0,	,-36,	,-1
155676.0,	,-36,	,-1
155771.0,	,-36,	,-1
155874.0,	,-36,	,-1
156006.0,	,-36,	,-1
156099.0,	,-36,	,-1
156205.0,	,-36,	,-1
156292.0,	,-36,	,-1
156399.0,	,-36,	,-1
156473.0,	,-36,	,-1
156575.0,	,-36,	,-1
156691.0,	,-36,	,-1
156803.0,	,-36,	,-1
156900.0,	,-36,	,-1
157002.0,	,-36,	,-1
157092.0,	,-36,	,-1
157200.0,	,-36,	,-1
157301.0,	,-36,	,-1
157400.0,	,-36,	,-1
157494.0,	,-36,	,-1
157601.0,	,-36,	,-1
157702.0,	,-36,	,-1
157800.0,	,-36,	,-1
157895.0,	,-36,	,-1
157994.0,	,-36,	,-1
158094.0,	,-36,	,-1
158192.0,	,-36,	,-1
158273.0,	,-36,	,-1
158400.0,	,-36,	,-1
158500.0,	,-36,	,-1
158596.0,	,-36,	,-2
158693.0,	,-36,	,-2
158793.0,	,-36,	,-2
158879.0,	,-36,	,-2
158985.0,	,-36,	,-2
159083.0,	,-36,	,-2
159185.0,	,-36,	,-2
159282.0,	,-36,	,-2
159376.0,	,-36,	,-2
159477.0,	,-36,	,-2
159576.0,	,-36,	,-2
159672.0,	,-36,	,-2
159773.0,	,-36,	,-2
159889.0,	,-36,	,-2
160000.0,	,-36,	,-2
160103.0,	,-36,	,-2
160201.0,	,-36,	,-2
160292.0,	,-36,	,-2
160414.0,	,-36,	,-2
160495.0,	,-36,	,-2
160603.0,	,-36,	,-2
160690.0,	,-36,	,-2
160801.0,	,-36,	,-2
160896.0,	,-36,	,-2
161001.0,	,-36,	,-2
161089.0,	,-36,	,-2
161214.0,	,-36,	,-2
161301.0,	,-36,	,-2
161395.0,	,-36,	,-2
161489.0,	,-36,	,-2
161593.0,	,-36,	,-2
161702.0,	,-36,	,-3
161794.0,	,-36,	,-3
161890.0,	,-36,	,-3
162016.0,	,-36,	,-3
162085.0,	,-36,	,-3
162201.0,	,-36,	,-3
162282.0,	,-36,	,-3
162395.0,	,-36,	,-3
162489.0,	,-36,	,-3
162595.0,	,-36,	,-3
162675.0,	,-36,	,-3
162800.0,	,-36,	,-3
162882.0,	,-36,	,-3
162976.0,	,-36,	,-3
163077.0,	,-36,	,-3
163170.0,	,-36,	,-3
163279.0,	,-36,	,-3
163375.0,	,-36,	,-3
163482.0,	,-36,	,-3
163599.0,	,-36,	,-3
163676.0,	,-36,	,-3
163777.0,	,-36,	,-3
163873.0,	,-36,	,-3
163983.0,	,-36,	,-3
164082.0,	,-36,	,-4
164200.0,	,-36,	,-4
164278.0,	,-36,	,-4
164398.0,	,-36,	,-4
164493.0,	,-36,	,-4
164591.0,	,-36,	,-4
164689.0,	,-36,	,-4
164786.0,	,-36,	,-4
164903.0,	,-36,	,-4
164991.0,	,-36,	,-4
165093.0,	,-36,	,-4
165195.0,	,-36,	,-4
165275.0,	,-36,	,-4
165384.0,	,-36,	,-4
165475.0,	,-36,	,-4
165567.0,	,-36,	,-4
165670.0,	,-36,	,-4
165769.0,	,-36,	,-4
165869.0,	,-36,	,-4
165999.0,	,-36,	,-4
166071.0,	,-36,	,-4
166176.0,	,-36,	,-5
166268.0,	,-36,	,-5
166398.0,	,-36,	,-5
166490.0,	,-36,	,-5
166600.0,	,-36,	,-5
166693.0,	,-36,	,-5
166813.0,	,-36,	,-5
166870.0,	,-36,	,-5
166981.0,	,-36,	,-5
167065.0,	,-36,	,-5
167199.0,	,-36,	,-5
167297.0,	,-36,	,-5
167394.0,	,-36,	,-5
167493.0,	,-36,	,-5
167591.0,	,-36,	,-5
167705.0,	,-36,	,-5
167801.0,	,-36,	,-5
167891.0,	,-36,	,-5
167997.0,	,-36,	,-6
168098.0,	,-36,	,-6
168201.0,	,-36,	,-6
168300.0,	,-36,	,-6
168418.0,	,-35,	,-6
168502.0,	,-35,	,-5
168605.0,	,-35,	,-5
168691.0,	,-35,	,-5
168796.0,	,-35,	,-5
168906.0,	,-35,	,-5
168996.0,	,-35,	,-5
169094.0,	,-35,	,-5
169220.0,	,-35,	,-5
169303.0,	,-35,	,-5
169406.0,	,-35,	,-5
169494.0,	,-35,	,-5
169593.0,	,-35,	,-5
169707.0,	,-35,	,-6
169780.0,	,-35,	,-6
169872.0,	,-35,	,-6
169976.0,	,-35,	,-6
170073.0,	,-35,	,-6
170173.0,	,-35,	,-6
170267.0,	,-35,	,-6
170373.0,	,-35,	,-6
170473.0,	,-35,	,-6
170588.0,	,-35,	,-6
170688.0,	,-35,	,-6
170789.0,	,-35,	,-6
170874.0,	,-35,	,-6
170972.0,	,-35,	,-6
171078.0,	,-35,	,-6
171208.0,	,-35,	,-7
171298.0,	,-35,	,-7
171394.0,	,-35,	,-7
171469.0,	,-35,	,-7
171612.0,	,-35,	,-7
171702.0,	,-35,	,-7
171795.0,	,-35,	,-7
171890.0,	,-35,	,-7
171994.0,	,-35,	,-7
172101.0,	,-35,	,-7
172202.0,	,-35,	,-7
172294.0,	,-35,	,-7
172407.0,	,-35,	,-7
172500.0,	,-35,	,-7
172601.0,	,-35,	,-7
172690.0,	,-35,	,-8
172799.0,	,-35,	,-8
172895.0,	,-35,	,-8
173000.0,	,-35,	,-8
173096.0,	,-35,	,-8
173211.0,	,-35,	,-8
173303.0,	,-35,	,-8
173399.0,	,-35,	,-8
173488.0,	,-35,	,-8
173601.0,	,-35,	,-8
173695.0,	,-35,	,-8
173800.0,	,-35,	,-8
173893.0,	,-35,	,-8
174008.0,	,-35,	,-8
174070.0,	,-35,	,-9
174179.0,	,-35,	,-9
174269.0,	,-35,	,-9
174384.0,	,-35,	,-9
174484.0,	,-35,	,-9
174579.0,	,-35,	,-9
174683.0,	,-35,	,-9
174799.0,	,-35,	,-9
174879.0,	,-35,	,-9
174975.0,	,-35,	,-9
175088.0,	,-35,	,-9
175189.0,	,-35,	,-9
175300.0,	,-35,	,-9
175394.0,	,-35,	,-10
175497.0,	,-35,	,-10
175617.0,	,-35,	,-10
175694.0,	,-35,	,-10
175799.0,	,-35,	,-10
175879.0,	,-35,	,-10
175999.0,	,-35,	,-10
176088.0,	,-35,	,-10
176201.0,	,-35,	,-10
176293.0,	,-35,	,-10
176421.0,	,-35,	,-10
176487.0,	,-35,	,-10
176588.0,	,-35,	,-11
176692.0,	,-35,	,-11
176789.0,	,-35,	,-11
176893.0,	,-35,	,-11
176972.0,	,-35,	,-11
177090.0,	,-35,	,-11
177215.0,	,-34,	,-11
177289.0,	,-34,	,-10
177400.0,	,-34,	,-10
177474.0,	,-34,	,-10
177597.0,	,-34,	,-10
177694.0,	,-34,	,-10
177795.0,	,-34,	,-11
177891.0,	,-34,	,-11
178012.0,	,-33,	,-11
178096.0,	,-33,	,-10
178189.0,	,-33,	,-10
178290.0,	,-33,	,-10
178394.0,	,-33,	,-10
178495.0,	,-33,	,-10
178597.0,	,-33,	,-10
178693.0,	,-33,	,-10
178815.0,	,-33,	,-10
178885.0,	,-33,	,-10
178995.0,	,-33,	,-11
179090.0,	,-33,	,-11
179199.0,	,-33,	,-11
179303.0,	,-33,	,-11
179390.0,	,-33,	,-11
179489.0,	,-33,	,-11
179602.0,	,-33,	,-11
179700.0,	,-32,	,-10
179773.0,	,-32,	,-10
179871.0,	,-32,	,-10
179993.0,	,-32,	,-10
180096.0,	,-32,	,-11
180203.0,	,-32,	,-11
180290.0,	,-32,	,-11
180413.0,	,-31,	,-11
180501.0,	,-31,	,-10
180587.0,	,-31,	,-10
180691.0,	,-31,	,-10
180796.0,	,-31,	,-10
180877.0,	,-31,	,-10
181000.0,	,-31,	,-10
181077.0,	,-31,	,-10
181193.0,	,-31,	,-11
181285.0,	,-30,	,-10
181393.0,	,-30,	,-10
181489.0,	,-30,	,-10
181600.0,	,-30,	,-10
181700.0,	,-30,	,-10
181794.0,	,-30,	,-10
181896.0,	,-30,	,-10
182001.0,	,-29,	,-10
182092.0,	,-29,	,-9
182200.0,	,-29,	,-9
182292.0,	,-29,	,-10
182385.0,	,-29,	,-10
182501.0,	,-29,	,-10
182595.0,	,-29,	,-10
182692.0,	,-29,	,-10
182795.0,	,-28,	,-10
182895.0,	,-28,	,-9
183002.0,	,-28,	,-9
183091.0,	,-28,	,-9
183201.0,	,-28,	,-9
183300.0,	,-28,	,-9
183403.0,	,-28,	,-10
183491.0,	,-28,	,-10
183602.0,	,-28,	,-10
183680.0,	,-26,	,-10
183782.0,	,-26,	,-8
183871.0,	,-26,	,-8
183978.0,	,-26,	,-8
184072.0,	,-26,	,-8
184201.0,	,-26,	,-8
184281.0,	,-26,	,-8
184396.0,	,-26,	,-9
184475.0,	,-25,	,-9
184574.0,	,-25,	,-8
184669.0,	,-25,	,-8
184800.0,	,-25,	,-8
184883.0,	,-25,	,-8
185001.0,	,-25,	,-8
185087.0,	,-25,	,-8
185189.0,	,-25,	,-8
185270.0,	,-24,	,-8
185380.0,	,-24,	,-8
185465.0,	,-24,	,-8
185574.0,	,-24,	,-8
185674.0,	,-24,	,-8
185795.0,	,-24,	,-8
185888.0,	,-24,	,-8
186002.0,	,-22,	,-8
186098.0,	,-22,	,-6
186187.0,	,-22,	,-6
186296.0,	,-22,	,-6
186393.0,	,-22,	,-7
186498.0,	,-22,	,-7
186589.0,	,-22,	,-7
186686.0,	,-22,	,-7
186788.0,	,-22,	,-7
186893.0,	,-21,	,-6
186994.0,	,-21,	,-6
187088.0,	,-21,	,-6
187196.0,	,-21,	,-6
187289.0,	,-21,	,-6
187391.0,	,-21,	,-7
187486.0,	,-21,	,-7
187600.0,	,-21,	,-7
187676.0,	,-20,	,-7
187774.0,	,-20,	,-6
187870.0,	,-20,	,-6
187997.0,	,-20,	,-6
188085.0,	,-20,	,-6
188199.0,	,-20,	,-6
188282.0,	,-20,	,-7
188404.0,	,-20,	,-7
188476.0,	,-18,	,-7
188574.0,	,-18,	,-5
188675.0,	,-18,	,-5
188799.0,	,-18,	,-5
188894.0,	,-18,	,-5
188998.0,	,-18,	,-5
189085.0,	,-18,	,-5
189205.0,	,-18,	,-5
189276.0,	,-17,	,-6
189373.0,	,-17,	,-5
189480.0,	,-17,	,-5
189600.0,	,-17,	,-5
189670.0,	,-17,	,-5
189780.0,	,-17,	,-5
189889.0,	,-17,	,-5
190001.0,	,-17,	,-5
190073.0,	,-16,	,-5
190174.0,	,-16,	,-5
190277.0,	,-16,	,-5
190388.0,	,-16,	,-5
190477.0,	,-16,	,-5
190600.0,	,-16,	,-5
190684.0,	,-16,	,-5
190784.0,	,-16,	,-5
190875.0,	,-14,	,-5
190974.0,	,-14,	,-3
191084.0,	,-14,	,-3
191200.0,	,-14,	,-4
191292.0,	,-14,	,-4
191405.0,	,-14,	,-4
191493.0,	,-14,	,-4
191598.0,	,-14,	,-4
191690.0,	,-13,	,-3
191774.0,	,-13,	,-3
191892.0,	,-13,	,-3
192002.0,	,-13,	,-3
192093.0,	,-13,	,-4
192200.0,	,-13,	,-4
192291.0,	,-13,	,-4
192404.0,	,-12,	,-4
192501.0,	,-12,	,-3
192605.0,	,-12,	,-3
192691.0,	,-12,	,-3
192800.0,	,-12,	,-3
192900.0,	,-12,	,-3
193000.0,	,-12,	,-4
193093.0,	,-12,	,-4
193205.0,	,-11,	,-4
193300.0,	,-11,	,-3
193401.0,	,-11,	,-3
193492.0,	,-11,	,-3
193603.0,	,-11,	,-3
193700.0,	,-11,	,-3
193806.0,	,-11,	,-3
193901.0,	,-11,	,-4
193996.0,	,-11,	,-4
194103.0,	,-10,	,-3
194200.0,	,-10,	,-3
194293.0,	,-10,	,-3
194398.0,	,-10,	,-3
194494.0,	,-10,	,-3
194602.0,	,-10,	,-3
194693.0,	,-10,	,-3
194820.0,	,-9,	,-4
194903.0,	,-9,	,-3
195001.0,	,-9,	,-3
195087.0,	,-9,	,-3
195206.0,	,-9,	,-3
195301.0,	,-9,	,-3
195396.0,	,-9,	,-3
195493.0,	,-9,	,-3
195609.0,	,-9,	,-3
195688.0,	,-8,	,-3
195800.0,	,-8,	,-3
195886.0,	,-8,	,-3
195996.0,	,-8,	,-3
196103.0,	,-8,	,-3
196206.0,	,-8,	,-3
196274.0,	,-8,	,-3
196395.0,	,-8,	,-3
196479.0,	,-7,	,-2
196599.0,	,-7,	,-3
196693.0,	,-7,	,-3
196812.0,	,-7,	,-3
196898.0,	,-7,	,-3
197012.0,	,-7,	,-3
197093.0,	,-7,	,-3
197212.0,	,-6,	,-3
197296.0,	,-6,	,-2
197402.0,	,-6,	,-2
197494.0,	,-6,	,-3
197605.0,	,-6,	,-3
197705.0,	,-6,	,-3
197807.0,	,-6,	,-3
197892.0,	,-6,	,-3
198006.0,	,-6,	,-3
198075.0,	,-5,	,-3
198191.0,	,-5,	,-2
198295.0,	,-5,	,-2
198404.0,	,-5,	,-3
198506.0,	,-5,	,-3
198605.0,	,-5,	,-3
198692.0,	,-5,	,-3
198803.0,	,-5,	,-3
198891.0,	,-5,	,-3
198998.0,	,-5,	,-3
199091.0,	,-5,	,-3
199193.0,	,-5,	,-3
199301.0,	,-5,	,-4
199406.0,	,-5,	,-4
199488.0,	,-5,	,-4
199617.0,	,-4,	,-4
199677.0,	,-4,	,-3
199779.0,	,-4,	,-3
199869.0,	,-4,	,-3
199994.0,	,-4,	,-3
200108.0,	,-4,	,-3
200206.0,	,-4,	,-4
200303.0,	,-4,	,-4
200375.0,	,-4,	,-4
200470.0,	,-4,	,-4
200588.0,	,-4,	,-4
200688.0,	,-4,	,-4
200806.0,	,-4,	,-4
200898.0,	,-4,	,-4
200988.0,	,-4,	,-4
201095.0,	,-4,	,-4
201187.0,	,-4,	,-4
201280.0,	,-3,	,-3
201382.0,	,-3,	,-3
201480.0,	,-3,	,-3
201607.0,	,-3,	,-3
201693.0,	,-3,	,-3
201806.0,	,-3,	,-3
201881.0,	,-3,	,-4
202001.0,	,-3,	,-4
202101.0,	,-3,	,-4
